7	tt0615535:-	tt13249698:-	tt13249700:-	tt13249702:-	tt13249704:-	tt13249706:-	tt13288802:-	tt13288804:-	tt13288806:-	tt13288808:-	tt13317108:-	tt13317110:-	tt13400096:-	tt13465614:-	tt2482944:-	tt2482948:-	
2	tt0615536:-	tt10937104:-	tt10952738:-	tt10952740:-	tt10952742:-	tt10965218:-	tt10965220:-	tt11070744:-	tt11355660:-	tt2482926:-	tt2482932:-	
11	tt0615537:5.6	tt2482968:-	tt2482970:-	
\N	tt10464520:-	tt1063448:-	tt1875472:-	tt4217918:-	tt4481936:-	tt4482244:-	tt4519590:-	tt4519606:-	
1	tt10696470:-	tt10696476:-	tt10696478:-	tt10709440:-	tt10709442:-	tt10709444:-	tt10732604:-	tt10732606:-	tt10859166:-	tt1182096:-	tt2482914:-	tt2482920:-	tt3856058:-	
3	tt11385130:-	tt11405732:-	tt11405734:-	tt11428872:-	tt11428874:-	tt11428876:-	tt11536872:-	tt11604688:-	tt2482928:-	tt2482930:-	tt2493324:-	
4	tt11725738:-	tt11732600:-	tt11755616:-	tt11755618:-	tt11755620:-	tt11800038:-	tt11800040:-	tt11800044:-	tt11935936:-	tt11935938:-	tt11935940:-	tt12015842:-	tt12072770:-	tt1619145:-	tt2482936:-	tt2482938:-	tt9898722:-	
5	tt12177036:-	tt12381530:-	tt12381532:-	tt12381534:-	tt12381536:-	tt12411468:-	tt12411470:-	tt12411472:-	tt12411474:-	tt12453314:-	tt12453316:-	tt12453318:-	tt12512652:-	tt12561472:-	tt2482934:-	tt2482940:-	
6	tt12702568:-	tt12753528:-	tt12753530:-	tt12753532:-	tt12753534:-	tt12789476:-	tt12789478:-	tt12789480:-	tt12789482:-	tt12833300:-	tt12833302:-	tt12851820:-	tt12917166:-	tt13011416:-	tt2482942:-	tt2482946:-	
8	tt13606396:-	tt13655126:-	tt13655128:-	tt13655130:-	tt13655132:-	tt13706856:-	tt13706858:-	tt13706860:-	tt13706862:-	tt13753852:-	tt13753854:-	tt13753856:-	tt13842604:-	tt13945358:-	tt2482950:-	tt2482956:-	
9	tt14274684:-	tt14274686:-	tt14274688:-	tt14274690:-	tt14274694:-	tt14452842:-	tt14452844:-	tt14452846:-	tt14452848:-	tt14491154:-	tt14491156:-	tt14491158:-	tt14605470:-	tt14889260:-	tt2482952:-	tt2482954:-	
17	tt1560317:-	tt2482996:-	tt2482998:-	
10	tt2482958:-	tt2482964:-	
12	tt2482962:-	tt2482966:-	
13	tt2482972:-	tt2482984:-	tt4746584:-	
14	tt2482974:-	tt2482986:-	
15	tt2482980:-	tt2482982:-	
16	tt2482988:-	tt2483000:-	
19	tt2482992:-	tt2483008:-	
20	tt2483002:-	tt2483018:-	
18	tt2483012:-	tt2483016:-	
