\N	tt0361512:-	tt1171167:6.8	tt12056480:-	tt1217436:6.8	tt1975763:-	
2	tt0918343:-	tt0951128:6.0	tt0952465:-	tt1007864:6.8	tt1166757:-	
1	tt0922305:8.4	tt12399094:-	tt12399108:-	tt12399152:-	tt12399160:-	tt12399224:-	
