11	tt10069064:-	tt10084834:-	tt10117968:-	tt10176586:-	tt10213026:-	tt10229806:-	tt10254768:-	tt9762082:-	
12	tt11631458:-	tt11681506:-	tt11711698:-	tt11720026:-	tt11720028:-	tt11720030:-	tt11720032:-	tt11720038:-	
13	tt13829096:-	tt13862188:-	tt13862190:-	tt13932862:-	tt13932864:-	tt13993762:-	tt13993772:-	tt14051056:-	tt14103452:-	tt14103454:-	
1	tt1611562:5.7	tt1611563:5.8	tt1611564:6.0	tt1611565:5.2	tt1611566:5.4	tt1611567:5.0	tt1611568:5.2	tt1611569:5.4	
2	tt1804972:5.0	tt1804973:5.2	tt1809969:5.0	tt1809970:4.8	tt1809971:5.0	tt1809972:5.2	tt1809973:5.8	tt1809974:5.4	
3	tt2195325:-	tt2508366:-	tt2508368:-	tt2508370:-	tt2508372:-	tt2508374:-	tt2508378:-	tt2508380:-	tt2508454:-	
4	tt2552700:6.0	tt2700126:6.0	tt2700130:5.8	tt2700132:5.8	tt2700134:6.2	tt2700138:5.6	tt2700142:6.0	tt2700144:6.6	tt2727094:5.4	
5	tt3475714:-	tt3549008:-	tt3549014:-	tt3549026:-	tt3549028:-	tt3549034:-	tt3549036:-	tt3549038:-	tt3549040:-	
6	tt4039690:4.2	tt4136922:5.0	tt4153866:5.0	tt4169606:5.6	tt4188370:-	tt4201584:-	tt4231576:-	tt4265104:-	
7	tt5082900:-	tt5082902:-	tt5082904:-	tt5082906:-	tt5082908:-	tt5082910:-	tt5220514:-	tt5220518:-	
8	tt6299146:-	tt6299150:-	tt6465242:-	tt6465244:-	tt6465246:-	tt6550612:-	tt6550616:-	tt6550618:-	
9	tt7701052:-	tt7701054:-	tt7974360:-	tt7974362:-	tt7974364:-	tt8028152:-	tt8028154:-	tt8119538:-	
10	tt9168948:-	tt9168954:-	tt9193994:-	tt9194000:-	tt9194004:-	tt9194008:-	tt9194014:-	tt9194016:-	
