5	tt10948238:7.4	tt10948250:8.5	tt10948252:7.2	tt10948256:7.9	tt7976574:8.1	tt9118526:7.3	tt9827406:7.8	
6	tt11673122:6.7	tt14543418:7.8	tt14543424:8.4	tt14543426:7.4	tt14543432:7.8	tt14543438:6.6	
1	tt2782430:8.0	tt2782444:8.4	tt2782450:7.0	tt3280024:8.9	tt3280030:7.0	tt3280040:7.0	
2	tt4513394:8.1	tt4513410:9.2	tt4513428:7.3	tt4533012:8.5	tt4533014:7.4	tt4533016:7.1	
3	tt5136046:7.7	tt6258244:8.3	tt6258582:7.9	tt6370304:8.6	tt6379382:7.1	tt6379390:7.6	
4	tt6478244:8.1	tt7811244:8.5	tt7827656:8.6	tt7839436:8.0	tt7848750:6.8	tt7849148:7.9	
