1	tt7471854:-	tt7473934:-	tt7473954:-	tt7473966:-	tt7473970:-	tt7473972:-	tt7473982:-	tt7473992:-	tt7474004:-	tt7474016:-	tt7474020:-	tt7474028:-	tt7474034:-	tt7474052:-	tt7474054:-	tt7474056:-	tt7474058:-	tt7474062:-	tt7474064:-	tt7474066:-	tt7474068:-	tt7474070:-	tt7474072:-	tt7474074:-	tt7474076:-	
2	tt7474080:-	tt7477178:-	tt7477180:-	tt7477182:-	tt7477188:-	tt7477190:-	tt7477194:-	tt7477196:-	tt7477198:-	tt7477200:-	tt7477202:-	tt7477204:-	tt7478126:-	tt7478130:-	tt7478132:-	tt7478134:-	tt7478138:-	tt7478140:-	tt7478144:-	tt7478146:-	tt7478148:-	tt7478150:-	tt7478152:-	tt7478154:-	tt7478156:-	tt7478158:-	
3	tt7476118:-	tt7489796:-	tt7489798:-	tt7489800:-	tt7489802:-	tt7489804:-	tt7489806:-	tt7489808:-	tt7489810:-	tt7489812:-	tt7489814:-	tt7489818:-	tt7489820:-	tt7489822:-	tt7489824:-	tt7489826:-	tt7489828:-	tt7489830:-	tt7489832:-	tt7489834:-	tt7489838:-	tt7489840:-	tt7489842:-	tt7489846:-	tt7489848:-	tt7489850:-	
5	tt7476128:-	tt7496270:-	tt7496272:-	tt7496276:-	tt7496278:-	tt7496282:-	tt7496286:-	tt7496288:-	tt7496290:-	tt7496292:-	tt7496294:-	tt7496296:-	tt7496302:-	tt7496304:-	tt7496306:-	tt7496312:-	tt7496314:-	tt7496318:-	tt7496320:-	tt7496324:-	tt7496328:-	tt7496332:-	tt7496336:-	tt7496342:-	tt7496346:-	tt7496352:-	
4	tt7476136:-	tt7494174:-	tt7494178:-	tt7494180:-	tt7494184:-	tt7494188:-	tt7494190:-	tt7494192:-	tt7494196:-	tt7494198:-	tt7494200:-	tt7494202:-	tt7494204:-	tt7494206:-	tt7494208:-	tt7494210:-	tt7494214:-	tt7494216:-	tt7494218:-	tt7494220:-	tt7494222:-	tt7494224:-	tt7494226:-	tt7494228:-	tt7494230:-	tt7494232:-	tt7494236:-	
6	tt7478186:-	tt7496368:-	tt7496372:-	tt7496376:-	tt7496380:-	tt7496384:-	tt7496390:-	tt7496392:-	tt7496396:-	tt7496400:-	tt7496406:-	tt7496408:-	tt7496410:-	tt7496412:-	tt7496414:-	tt7496418:-	tt7496420:-	tt7496422:-	tt7496426:-	tt7496428:-	tt7496436:-	tt7496438:-	tt7496440:-	tt7496442:-	tt7496444:-	tt7496448:-	
7	tt7478190:-	tt7497534:-	tt7497544:-	tt7497548:-	tt7497552:-	tt7497556:-	tt7497562:-	tt7497564:-	tt7497568:-	tt7497570:-	tt7497572:-	tt7497580:-	tt7497582:-	tt7497584:-	tt7497586:-	tt7497588:-	tt7497590:-	tt7497596:-	tt7497600:-	tt7497602:-	tt7497606:-	tt7497608:-	tt7497610:-	tt7497612:-	tt7497616:-	tt7497618:-	
