11	tt10584958:-	tt10815674:7.3	tt10851244:7.3	tt10926374:7.1	tt10964158:6.8	tt11022174:7.7	tt11224340:7.2	tt11248096:7.1	tt11248100:7.7	tt11248102:-	tt11248106:-	tt11248108:-	tt11248110:-	tt11248112:-	tt11248114:-	tt11248116:-	tt11248118:-	tt9728344:6.3	
1	tt1444504:8.2	tt1492032:8.2	tt1520618:8.0	tt1523088:7.8	tt1523089:8.2	tt1528496:8.7	tt1530593:8.3	tt1530594:8.0	tt1530595:8.0	tt1536241:8.2	tt1536765:8.0	tt1569106:8.1	tt1580159:8.1	tt1581054:7.9	tt1583904:8.7	tt1594366:8.0	tt1596476:7.9	tt1615677:8.1	tt1617483:7.9	tt1624700:8.6	tt1625484:7.7	tt1625485:7.8	tt1643884:8.3	tt1643885:8.5	
2	tt1627443:7.8	tt1627444:7.8	tt1627445:8.4	tt1627446:8.2	tt1627447:9.0	tt1627448:8.0	tt1627449:7.6	tt1627452:8.3	tt1627453:8.3	tt1627454:8.1	tt1627455:8.1	tt1627456:8.1	tt1627457:8.2	tt1627458:7.8	tt1627459:8.1	tt1627460:8.0	tt1627461:8.3	tt1627462:7.6	tt1627464:8.5	tt1779206:7.5	tt1836487:8.1	tt1841231:7.8	tt1900347:8.2	tt1900348:8.0	
3	tt1983675:8.1	tt2044356:8.2	tt2047147:8.0	tt2064470:7.8	tt2065470:7.9	tt2081815:7.8	tt2087341:7.9	tt2089248:8.2	tt2089249:7.9	tt2096098:8.1	tt2105660:7.9	tt2110811:7.7	tt2181257:8.5	tt2189485:8.0	tt2209159:8.1	tt2237415:7.9	tt2239817:7.5	tt2244103:8.1	tt2247703:7.7	tt2303805:8.0	tt2305713:7.8	tt2305715:7.6	tt2342897:8.2	tt2358075:8.6	
4	tt2360776:8.6	tt2362724:8.1	tt2393824:7.9	tt2397171:8.3	tt2404438:7.7	tt2459378:7.8	tt2488642:7.8	tt2488644:8.5	tt2488652:8.2	tt2507294:8.4	tt2517458:8.9	tt2543110:7.8	tt2568884:7.6	tt2573094:8.1	tt2586840:8.1	tt2586848:7.7	tt2691640:7.7	tt2708166:7.4	tt2716564:7.6	tt2720510:7.8	tt2770826:8.2	tt2799078:7.8	tt2799086:7.9	tt2814070:7.8	
5	tt2911820:8.1	tt3116354:7.8	tt3172360:7.5	tt3183992:7.8	tt3237940:8.1	tt3266712:7.5	tt3267504:7.6	tt3292104:7.9	tt3293410:7.7	tt3328416:8.5	tt3335562:7.9	tt3344996:7.5	tt3410062:8.1	tt3410066:8.0	tt3508788:9.2	tt3508790:7.7	tt3508792:7.9	tt3508794:7.7	tt3508796:7.8	tt3588986:8.2	tt3675476:8.0	tt3684710:7.6	tt3684716:8.3	tt3687550:8.6	
6	tt3722370:8.0	tt4063326:8.0	tt4071558:7.9	tt4085200:7.9	tt4102996:7.9	tt4106068:8.4	tt4132862:7.6	tt4166966:8.1	tt4203910:7.6	tt4241440:8.1	tt4303618:8.3	tt4303620:7.7	tt4389738:7.6	tt4389740:7.8	tt4389742:7.9	tt4389744:9.5	tt4454702:8.1	tt4454724:7.9	tt4464076:7.4	tt4464078:7.6	tt4464080:7.8	tt4464088:8.1	tt4464092:8.3	tt4464094:8.8	
7	tt4695160:7.8	tt4941946:7.8	tt5015956:7.7	tt5042714:7.6	tt5042722:8.0	tt5056418:7.8	tt5115000:7.5	tt5143558:7.5	tt5143564:8.6	tt5197990:7.9	tt5200458:7.5	tt5209922:8.3	tt5244906:7.7	tt5259588:8.1	tt5265080:7.6	tt5357382:8.1	tt5357386:7.7	tt5357390:8.6	tt5357396:7.7	tt5357398:7.5	tt5357400:8.0	tt5357406:8.2	
8	tt5042724:7.4	tt5357404:7.6	tt5530750:8.1	tt5915114:7.8	tt6014414:7.6	tt6074546:7.2	tt6074728:7.7	tt6184702:7.3	tt6189510:8.4	tt6199718:7.4	tt6254222:7.2	tt6264670:7.3	tt6300118:7.2	tt6300120:7.8	tt6320554:7.2	tt6412096:6.7	tt6412100:7.2	tt6421472:7.5	tt6421474:7.4	tt6421476:7.6	tt6421480:5.8	tt6421484:7.7	
9	tt6876608:7.8	tt6876612:6.5	tt7339922:7.4	tt7339924:7.3	tt7459358:7.0	tt7476576:7.2	tt7514012:7.2	tt7569884:7.6	tt7578286:7.3	tt7656366:7.2	tt7671206:7.1	tt7740568:7.1	tt7768276:7.3	tt7768278:7.3	tt7781868:7.4	tt7822362:6.8	tt7822366:7.5	tt7822370:7.4	tt7822374:7.4	tt7822378:7.2	tt7822380:8.1	tt7822384:6.9	
10	tt6876616:6.6	tt6876620:8.6	tt8428516:8.0	tt8428520:7.2	tt8428522:7.3	tt8428526:7.3	tt8428530:7.5	tt8428532:7.3	tt8428534:7.5	tt8428548:7.5	tt8428554:7.1	tt8428562:6.7	tt8428572:6.8	tt8428576:7.3	tt8428590:7.1	tt8428602:6.8	tt8428610:7.4	tt8428622:7.0	tt8428626:7.2	tt8428632:7.4	tt8428638:8.0	tt8428648:7.0	
