1	tt4801728:-	tt4801730:-	tt4801732:-	tt4801734:-	tt4801736:-	tt4801738:-	tt4801740:-	tt4801742:-	tt4801746:-	tt4801750:-	tt4801752:-	tt4801756:-	tt4801758:-	tt4801760:-	tt4801762:-	tt4801764:-	tt4801766:-	tt4801768:-	tt4801770:-	tt4801774:-	
2	tt4801744:-	tt4801748:-	tt4801754:-	tt4801772:-	tt4801776:-	tt4801778:-	tt4801780:-	tt4801782:-	tt4801784:-	tt4801786:-	tt4801788:-	tt4801790:-	tt4801792:-	tt4801794:-	tt4801796:-	tt4801798:-	tt4801800:-	tt4801802:-	tt4801804:-	tt4801806:-	
3	tt4801808:-	tt4801810:-	tt4801812:-	tt4801814:-	tt4801816:-	tt4801818:-	tt4801820:-	tt4801822:-	tt4801824:-	tt4801826:-	tt4801828:-	tt4801830:-	tt4801832:-	tt4801834:-	tt4801836:-	tt4801840:-	tt4801842:-	tt4801846:-	tt4801852:-	tt4801856:-	
4	tt4801838:-	tt4801844:-	tt4801848:-	tt4801850:-	tt4801854:-	tt4801858:-	tt4801860:-	tt4801862:-	tt4801864:-	tt4801866:-	tt4801868:-	tt4801870:-	tt4801872:-	tt4801874:-	tt4801876:-	tt4801878:-	tt4801880:-	tt4801884:-	tt4801886:-	tt4801890:-	
5	tt4801888:-	tt4801892:-	tt4801894:-	tt4801896:-	tt4801898:-	tt4801900:-	tt4801902:-	tt4801904:-	tt4801906:-	tt4801908:-	tt4801910:-	tt4801912:-	tt4801914:-	tt4801916:-	tt4801918:-	tt4801920:-	tt4801922:-	tt4801924:-	tt4801926:-	tt4801928:-	
6	tt4801930:-	tt4801932:-	tt4801934:-	tt4801936:-	tt4801938:-	tt4801940:-	tt4801942:-	tt4801944:-	tt4801946:-	tt4801948:-	tt4801950:-	tt4801952:-	tt4801954:-	tt4801956:-	tt4801958:-	tt4801960:-	tt4801962:-	tt4801964:-	tt4801966:-	tt4801968:-	
7	tt4801972:-	tt4801974:-	tt4801976:-	tt4801978:-	tt4801980:-	tt4801982:-	tt4801984:-	tt4801986:-	tt4801988:-	tt4801990:-	tt4801992:-	tt4801994:-	tt4801996:-	tt4802000:-	tt4802004:-	tt4802006:-	tt4802010:-	tt4802012:-	tt4802022:-	tt4802024:-	
8	tt4801998:-	tt4802002:-	tt4802008:-	tt4802014:-	tt4802016:-	tt4802018:-	tt4802020:-	tt4802026:-	tt4802028:-	tt4802030:-	tt4802034:-	tt4802036:-	tt4802038:-	tt4802040:-	tt4802044:-	tt4802050:-	tt4802056:-	tt4802058:-	tt4802068:-	tt4802072:-	
9	tt4802032:-	tt4802042:-	tt4802046:-	tt4802048:-	tt4802052:-	tt4802054:-	tt4802060:-	tt4802062:-	tt4802064:-	tt4802070:-	tt4802074:-	tt4802076:-	tt4802080:-	tt4802082:-	tt4802084:-	tt4802086:-	tt4802088:-	tt4802092:-	tt4802102:-	tt4802116:-	
10	tt4802066:-	tt4802078:-	tt4802090:-	tt4802094:-	tt4802096:-	tt4802098:-	tt4802100:-	tt4802104:-	tt4802106:-	tt4802108:-	tt4802110:-	tt4802112:-	tt4802114:-	tt4802118:-	tt4802120:-	tt4802122:-	tt4802124:-	tt4802126:-	tt4802128:-	tt4802142:-	
11	tt4802130:-	tt4802132:-	tt4802134:-	tt4802136:-	tt4802138:-	tt4802140:-	tt4802144:-	tt4802146:-	tt4802148:-	tt4802150:-	tt4802152:-	tt4802154:-	tt4802156:-	tt4802158:-	tt4802160:-	tt4802162:-	tt4802164:-	tt4802166:-	tt4802168:-	tt4802174:-	
12	tt4802170:-	tt4802172:-	tt4802176:-	tt4802178:-	tt4802180:-	tt4802182:-	tt4802184:-	tt4802186:-	tt4802188:-	tt4802190:-	tt4802192:-	tt4802194:-	tt4802196:-	tt4802198:-	tt4802200:-	tt4802202:-	tt4802204:-	tt4802206:-	tt4802208:-	tt4802210:-	
