3	tt10406940:-	tt10407230:-	tt10523106:-	tt10523536:-	tt10523914:-	tt10718568:-	tt10718644:-	tt10718660:-	
4	tt10922110:-	tt10922192:-	tt10925036:-	tt11427486:-	tt11427524:-	tt11427558:-	tt11432178:-	
5	tt11432266:-	tt11432312:-	tt11433692:-	tt11433716:-	tt11433750:-	tt11433788:-	tt11433798:-	
