2	tt10173156:-	tt10173166:-	tt10173168:-	tt10173172:-	tt10173176:-	tt9332124:7.0	tt9332126:6.6	tt9332130:6.9	tt9332136:7.0	tt9332138:-	tt9332142:6.7	tt9635486:-	
3	tt12326864:-	tt12692990:-	tt12692996:-	tt12693004:-	tt12693008:-	tt12693012:-	tt12693018:-	tt12693028:-	tt12693078:-	tt12693090:-	tt12693094:-	
\N	tt14611812:-	tt14611830:-	tt14611838:-	tt14611856:-	tt14663334:-	tt14773574:-	
4	tt14916832:-	tt14916896:-	tt14916914:-	
1	tt8567004:6.6	tt8567006:7.7	tt8567008:-	tt8567010:7.2	tt8567012:-	tt8567014:7.4	
