1	tt2676432:7.3	tt2676438:6.6	tt2676448:6.0	tt2676456:6.4	tt2676458:6.2	tt4595392:6.0	tt4595406:6.0	tt4706534:6.6	tt5175504:6.2	tt5175506:6.2	tt7338122:6.7	tt7338152:6.2	tt7338168:6.3	tt7338192:6.0	tt7338198:6.8	tt7338210:6.7	tt7338226:6.5	tt7338236:6.2	tt7338238:6.2	tt7338242:6.3	tt7338244:6.4	tt7338294:6.2	tt7338308:6.8	tt7338334:6.2	tt7338344:6.0	tt7351228:6.3	
2	tt2676462:6.5	tt2676466:6.0	tt2676486:6.0	tt2676492:6.4	tt2676508:6.7	tt2676516:6.2	tt2676522:7.7	tt3671440:6.6	tt4595414:6.9	tt4614106:6.0	tt5175510:6.8	tt5175512:6.2	tt5175514:6.8	tt5175518:6.2	tt7338476:6.7	tt7338482:6.4	tt7338488:6.4	tt7338490:6.6	tt7338494:6.4	tt7338502:6.2	tt7338510:6.0	tt7338512:6.4	tt7338516:6.2	tt7338520:6.4	tt7338532:6.4	tt7358874:6.2	
