1	tt3922268:-	tt3985934:-	tt3985984:-	tt3986028:-	tt4028562:-	tt4069310:-	tt4069326:-	tt4084612:-	
2	tt4084642:-	tt4093750:-	tt4093790:-	tt4093808:-	tt4093840:-	tt4108300:-	tt4108324:-	tt4108342:-	
3	tt4108358:-	tt4108368:-	tt4108378:-	tt4108388:-	tt4114964:-	tt4114988:-	tt4115012:-	tt4115042:-	
4	tt4115556:-	tt4115576:-	tt4115602:-	tt4115614:-	tt4115622:-	tt4115644:-	tt4115656:-	tt4115672:-	
5	tt4115692:-	tt4115714:-	tt4115734:-	tt4120086:-	tt4141780:-	tt4156894:-	tt4175558:-	tt4196784:-	
6	tt4291690:-	tt4305250:-	tt4319516:-	tt4335842:-	tt4356962:-	tt4392132:-	tt4400552:-	tt4433874:-	
7	tt4520298:-	tt4534458:-	tt4555086:-	tt4576136:-	tt4593308:-	tt4608764:-	tt4626900:-	tt4648568:-	
8	tt4733738:-	tt4770868:-	tt4788960:-	tt4800216:-	tt4828288:-	tt4843178:-	tt4865046:-	tt4881252:-	
9	tt4972360:-	tt4995878:-	tt5027142:-	tt5033112:-	tt5051436:-	tt5072548:-	tt5093818:-	tt5112834:-	
10	tt5209980:-	tt5227494:-	tt5243820:-	tt5262504:-	tt5275860:-	tt5291880:-	tt5304200:-	tt5324914:-	
11	tt5468752:-	tt5474914:-	tt5496562:-	tt5515432:-	tt5535150:-	tt5556788:-	tt5577282:-	tt5599530:-	
12	tt6628140:-	tt6666252:-	tt6687654:-	tt6714054:-	tt6754310:-	tt6780814:-	tt6806176:-	tt6857050:-	
