1	tt10192254:-	tt10192266:-	tt10192268:-	tt10192270:-	tt10192272:-	tt10192274:-	tt10192276:-	tt10192278:-	tt10192280:-	tt10192284:-	tt5590998:-	
2	tt10192286:-	tt10192290:-	tt10192292:-	tt10192294:-	tt10192296:-	tt10192298:-	tt10192302:-	tt10192304:-	tt10192306:-	tt7355836:-	tt8536858:-	tt8536860:-	tt8536862:-	
3	tt10192310:-	tt10192312:-	tt10192314:-	tt10192316:-	tt10192318:-	tt10192322:-	tt10192324:-	tt10192326:-	tt10192328:-	tt10192330:-	tt10192332:-	tt10192334:-	tt10192336:-	tt10192340:-	tt10192342:-	tt7355842:-	
4	tt10193944:-	tt10193946:-	tt10193948:-	tt10193950:-	tt10193952:-	tt10193954:-	tt10193956:-	tt10193958:-	tt10193960:-	tt10193966:-	tt10193968:-	tt10193974:-	
5	tt10193982:-	tt10193984:-	tt10193988:-	tt10193990:-	tt10193992:-	tt10193994:-	tt10193998:-	tt10194000:-	tt10194002:-	tt10194004:-	tt10194010:-	tt10194020:-	tt10194036:-	tt10194040:-	tt10194050:-	tt10194056:-	
6	tt10194062:-	tt10194064:-	tt10194066:-	tt10194068:-	tt10194070:-	tt10194072:-	tt10194076:-	tt10194082:-	tt10194084:-	tt10194086:-	tt10194088:-	tt10194090:-	
7	tt10201920:-	tt10201922:-	tt10201924:-	tt10201926:-	tt10201928:-	tt10201930:-	tt10201932:-	tt10201934:-	tt10201936:-	tt10201940:-	tt10201942:-	tt10201944:-	
8	tt10201946:-	tt10201948:-	tt10201950:-	tt10201952:-	tt10201954:-	tt10201956:-	tt10201958:-	tt10201960:-	tt10201962:-	tt10201964:-	tt10201966:-	tt10201968:-	
9	tt10205528:-	tt10205530:-	tt10205534:-	tt10205536:-	tt10205540:-	tt10205542:-	tt10205544:-	tt10205546:-	tt10205548:-	tt10205552:-	tt10205554:-	tt10205558:-	
10	tt10205562:-	tt10205564:-	tt10205566:-	tt10205568:-	tt10205570:-	tt10205572:-	tt10205574:-	tt10205576:-	tt10205578:-	tt10205580:-	tt10205582:-	tt10205584:-	
11	tt10205594:-	tt10205596:-	tt10205598:-	tt10205602:-	tt10205604:-	tt10205606:-	tt10205608:-	tt10205610:-	tt10205612:-	tt10205614:-	tt10205616:-	tt10205618:-	
\N	tt13681512:-	
