2	tt10230678:7.5	tt10400606:7.6	tt10499700:7.5	tt10499704:7.4	tt10499706:7.4	tt11355144:7.5	tt9048742:7.6	
3	tt10499708:6.7	tt10515910:7.4	tt10515914:7.6	tt10515916:7.3	tt10515922:7.3	tt10515924:7.4	
1	tt7744792:7.4	tt7744798:7.5	tt7745014:7.5	tt7745024:7.4	tt7745906:7.7	tt7746464:7.4	
