1	tt0518774:-	tt0840415:-	tt0840417:-	tt1140032:-	tt1140033:-	tt1143214:-	
2	tt0840416:-	tt0840418:-	tt1140881:-	tt1140882:-	tt1140883:-	tt1140884:-	tt1140885:-	
3	tt0913982:-	tt1140027:-	tt1140028:-	tt1140029:-	tt1140030:-	tt1140031:-	tt1140034:-	
