11	tt11026982:-	tt11052170:-	tt11052486:-	tt11052488:-	tt11052490:-	tt11052492:-	tt11052498:-	tt11052500:-	tt11052502:-	tt11052504:-	tt11052506:-	tt11052508:-	tt11052510:-	tt11052512:-	tt11052514:-	tt11052516:-	tt11052518:-	tt11052520:-	tt11052522:-	tt11052524:-	tt11052526:-	tt11052528:-	tt11052530:-	tt11052532:-	tt11052534:-	tt11052536:-	tt11052540:-	tt11052542:-	tt11052544:-	tt11052546:-	tt11052548:-	
1	tt3212956:-	tt3212958:-	tt3212960:-	tt3212964:-	tt3212966:-	tt3212968:-	tt3212970:-	tt3212972:-	tt3212976:-	tt3212982:-	tt3212984:-	tt3212986:-	tt3212988:-	tt3212990:-	tt3212992:-	tt3212994:-	tt3212996:-	tt3213000:-	tt3213002:-	tt3213004:-	tt3213006:-	tt3213008:-	tt3213012:-	tt3213014:-	tt3213016:-	tt3213018:-	tt3213020:-	tt3213022:-	tt3213026:-	tt3213028:-	tt3213030:-	
2	tt3228260:-	tt3231066:-	tt3233612:-	tt3236910:-	tt3239232:-	tt3240360:-	tt3242850:-	tt3246282:-	tt3249264:-	tt3252232:-	tt3254670:-	tt3256346:-	tt3257824:-	tt3260326:-	tt3263474:-	tt3265706:-	tt3267938:-	tt3270462:-	tt3274630:7.8	tt3276670:-	tt3278544:-	tt3281020:-	tt3282904:-	tt3285748:-	tt3289312:-	tt3291422:-	tt3293348:-	tt3294836:-	tt3296858:-	tt3299886:-	tt3302054:-	
3	tt4058982:-	tt4082308:-	tt4084738:-	tt4086858:-	tt4089174:-	tt4093168:-	tt4096800:-	tt4103280:-	tt4105982:-	tt4108912:-	tt4110940:-	tt4112780:-	tt4115172:-	tt4117890:-	tt4120104:-	tt4123182:-	tt4126044:-	tt4128200:-	tt4130016:-	tt4132272:-	tt4135414:-	tt4137656:-	tt4142326:-	tt4144756:-	tt4146806:-	tt4148706:-	tt4150868:-	tt4154502:-	tt4157182:-	tt4160088:-	tt4162410:-	
4	tt4823852:-	tt4827606:-	tt4829392:-	tt4831758:-	tt4833832:-	tt4838626:-	tt4841552:-	tt4843384:-	tt4845880:-	tt4848110:-	tt4849950:-	tt4856228:-	tt4859030:-	tt4860892:-	tt4863796:-	tt4866114:-	tt4869646:-	tt4874946:-	tt4877716:-	tt4882136:-	tt4884248:-	tt4886462:-	tt4888416:-	tt4896310:-	tt4899416:-	tt4902188:-	tt4906236:-	
5	tt5075670:-	tt5078924:-	tt5084218:-	tt5084224:-	tt5086720:-	tt5090940:-	tt5093722:-	tt5095144:-	tt5097510:-	tt5101482:-	tt5103924:-	tt5106526:-	tt5109780:-	tt5112752:-	tt5117808:-	tt5119482:-	tt5122672:-	tt5124194:-	tt5126594:-	tt5132912:-	tt5135014:-	tt5140334:-	tt5143774:-	tt5146274:-	tt5148540:-	tt5151182:-	tt5155228:-	tt5158822:-	tt5161534:-	tt5163654:-	tt5165630:-	
6	tt5772618:-	tt5775198:-	tt5777936:-	tt5780450:-	tt5785226:-	tt5787922:-	tt5791168:-	tt5793824:-	tt5796802:-	tt5799502:-	tt5803324:-	tt5808516:-	tt5811462:-	tt5813666:-	tt5816178:-	tt5817952:-	tt5819854:-	tt5825010:-	tt5827822:-	tt5830842:-	tt5833740:-	tt5840032:-	tt5840036:-	tt5842762:-	tt5845126:-	tt5847960:-	
7	tt6084222:-	tt6116572:-	tt6118452:-	tt6122250:-	tt6127902:-	tt6130404:-	tt6132826:-	tt6135234:-	tt6137334:-	tt6139776:-	tt6142860:-	tt6145778:-	tt6148150:-	tt6151182:-	tt6152664:-	tt6152666:-	tt6152668:-	tt6152670:-	tt6152672:-	tt6152674:-	tt6152676:-	tt6152678:-	tt6152680:-	tt6152682:-	tt6152684:-	tt6152686:-	tt6152688:-	tt6152690:-	tt6153872:-	tt6156076:-	tt6158652:-	
8	tt7451476:-	tt7455030:-	tt7459978:-	tt7465854:-	tt7470444:-	tt7474878:-	tt7477558:-	tt7481188:-	tt7485866:-	tt7490776:-	tt7496080:-	tt7502654:-	tt7508330:-	tt7512354:-	tt7514970:-	tt7519724:-	tt7524630:-	tt7528046:-	tt7531440:-	tt7534854:-	tt7537866:-	tt7541042:-	tt7544368:-	tt7548436:-	tt7551714:-	tt7556590:-	tt7560688:-	tt7564780:-	tt7569364:-	tt7573460:-	tt7578266:-	
9	tt8797602:-	tt8831310:-	tt8897998:-	tt8933592:-	
10	tt9067524:-	tt9071162:-	tt9072946:-	tt9072948:-	tt9072950:-	tt9072952:-	tt9072954:-	tt9072956:-	tt9072958:-	tt9072960:-	tt9072962:-	tt9072964:-	tt9072968:-	tt9072970:-	tt9072972:-	tt9072974:-	tt9072976:-	tt9072978:-	tt9072980:-	tt9072982:-	tt9072984:-	tt9072986:-	tt9072988:-	tt9072990:-	tt9072992:-	tt9072994:-	tt9072998:-	tt9073000:-	tt9073002:-	tt9075370:-	tt9078334:-	
