6	tt0584509:-	tt4141238:-	tt4141244:-	tt4142700:-	tt4142710:-	tt4142792:-	tt4145386:-	tt4145406:-	tt4145412:-	tt4145414:-	tt4145416:-	
21	tt10762080:-	tt10762150:-	tt10767350:-	tt10811382:-	tt10846280:-	
1	tt4147256:-	tt4147264:-	tt4147266:-	tt4147274:-	tt4147290:-	tt4149312:-	tt4149342:-	tt4149348:-	tt4149352:-	
2	tt4149366:-	tt4151600:-	tt4151608:-	tt4151614:-	tt4151620:-	tt4151634:-	tt4151638:-	tt4151646:-	tt4151652:-	tt4151664:-	tt4151678:-	
3	tt4154998:-	tt4155004:-	tt4155016:-	tt4155034:-	tt4155072:-	tt4155090:-	tt4155094:-	tt4155104:-	tt4155114:-	tt4155120:-	tt4157968:-	tt4160652:-	tt4162802:-	tt4163098:-	tt4163108:-	
4	tt4163122:-	tt4164884:-	tt4165314:-	tt4165324:-	tt4165326:-	tt4165328:-	tt4165334:-	tt4165336:-	tt4165344:-	tt4165348:-	tt4165352:-	tt4165358:-	
5	tt4165360:-	tt4166950:-	tt4166996:-	tt4167016:-	tt4170290:-	tt4170300:-	tt4170312:-	tt4170318:-	tt4170328:-	tt4170334:-	tt4170342:-	
7	tt4175184:-	tt4175186:-	tt4175196:-	tt4175212:-	tt4175236:-	tt4177882:-	tt4177906:-	tt4177912:-	tt4177942:-	tt4177954:-	
8	tt4178002:-	tt4178010:-	tt4178018:-	tt4178028:-	tt4181056:-	tt4181062:-	tt4181072:-	tt4181078:-	tt4183126:-	tt4183130:-	tt4183136:-	
9	tt4183142:-	tt4183146:-	tt4186138:-	tt4186140:-	tt4186146:-	tt4186150:-	tt4186162:-	tt4186166:-	tt4186172:-	tt4186180:-	tt4186190:-	tt4186194:-	
10	tt4186206:-	tt4186210:-	tt4188556:-	tt4194394:-	tt4194400:-	tt4194424:-	tt4194434:-	tt4196654:-	tt4196664:-	tt4196680:-	tt4196696:-	tt4196708:-	
11	tt4199976:-	tt4199984:-	tt4203478:-	tt4203486:-	tt4203494:-	tt4203500:-	tt4203798:-	tt4203800:-	tt4203804:-	tt4203806:-	tt4203812:-	tt4203814:-	
12	tt4206596:-	tt4206604:-	tt4209672:-	tt4209690:-	tt4209708:-	tt4209732:-	tt4214426:-	tt4214452:-	tt4214478:-	tt4214500:-	tt4214512:-	tt4214526:-	
13	tt4214626:-	tt4214650:-	tt4214740:-	tt4214750:-	tt4214758:-	tt4215454:-	tt4215478:-	tt4215502:-	tt4215514:-	tt4215524:-	tt4215530:-	tt4215534:-	
14	tt4215556:-	tt4215606:-	tt4215966:-	tt4215972:-	tt4216640:-	tt4216646:-	tt4216650:-	tt4216652:-	tt4216654:-	tt4216670:-	tt4216674:-	tt4216686:-	
15	tt4216732:-	tt4216738:-	tt4216742:-	tt4216748:-	tt4216752:-	tt4216756:-	tt4216764:-	tt4216780:-	tt4216786:-	tt4216804:-	tt4216842:-	tt4227870:-	
16	tt4216844:-	tt4216854:-	tt4216876:-	tt4216886:-	tt4217194:-	tt4217398:-	tt4384842:-	tt4384872:-	tt4384886:-	tt4385426:-	tt4385434:-	tt4385448:-	
17	tt4960870:-	tt4960872:-	tt4960874:-	tt4960876:-	tt6000194:-	tt6000200:-	tt6000228:-	tt6000238:-	tt6000270:-	tt6000282:-	tt6000300:-	tt6000310:-	
18	tt6000354:-	tt6000364:-	tt6000368:-	tt6000374:-	tt6383932:-	tt6383942:-	tt6393150:-	tt6416588:-	tt6451232:-	tt6478008:-	tt6499192:-	tt6571796:-	
19	tt7260620:-	tt7260622:-	tt7260626:-	tt7290926:-	tt7290930:-	tt7339012:-	tt7339016:-	tt7339028:-	tt7339034:-	tt7339044:-	tt7339052:-	tt7339064:-	
20	tt8694418:-	tt8694424:-	tt8694434:-	
