1	tt12780680:-	tt12780750:-	tt12794062:-	tt12816278:-	tt12820072:-	tt12820074:-	tt12820078:-	tt12820082:-	tt12820084:-	
2	tt12820088:-	tt12993040:-	tt14825970:-	tt14826116:-	tt14831936:-	tt14831946:-	tt14831950:-	tt14831974:-	
3	tt14832000:-	tt14832300:-	tt14832308:-	tt14832332:-	tt14832334:-	tt14832338:-	tt14832340:-	tt14832344:-	
