\N	tt1045426:-	tt1045427:-	
1	tt12501934:-	tt12516348:-	tt12516350:-	tt12516352:-	tt12516354:-	tt12516358:-	tt12516362:-	tt12516364:-	tt12516370:-	tt12516374:-	tt12516376:-	tt12516380:-	tt3489992:-	
2	tt12516388:-	tt12516390:-	tt12516394:-	tt12516396:-	tt12516398:-	tt12516400:-	tt12516402:-	tt12516410:-	tt12516412:-	tt12516414:-	tt12516418:-	tt12516420:-	tt12516422:-	
3	tt12516426:-	tt12519256:-	tt12519258:-	tt12519260:-	tt12519262:-	tt12519264:-	tt12519268:-	tt12519270:-	tt12519272:-	tt12519278:-	tt12519280:-	tt12519282:-	tt12519284:-	
4	tt12516428:-	tt12529382:-	tt12529392:-	tt12529398:-	tt12529400:-	tt12529402:-	tt12529404:-	tt12529406:-	tt12529408:-	tt12529412:-	tt12529414:-	tt12529416:-	tt12529420:-	
5	tt12516430:-	tt12533896:-	tt12533902:-	tt12533906:-	tt12533908:-	tt12533910:-	tt12533912:-	tt12533914:-	tt12533916:-	tt12533918:-	tt12533920:-	tt12533922:-	tt12533926:-	
6	tt12516432:-	tt12544008:-	tt12544328:-	tt12544330:-	tt12544334:-	tt12544336:-	tt12544338:-	tt12544340:-	tt12544342:-	tt12544344:-	tt12544346:-	tt12544348:-	tt12544352:-	
7	tt12516434:-	tt12544354:-	tt12544356:-	tt12544360:-	tt12544362:-	tt12544366:-	tt12544368:-	tt12544370:-	tt12544372:-	tt12544374:-	tt12544376:-	tt12544378:-	tt12544380:-	
8	tt12516440:-	tt12548416:-	tt12548436:-	tt12548438:-	tt12548440:-	tt12548444:-	tt12548448:-	tt12548450:-	tt12548452:-	tt12548454:-	tt12548456:-	tt12548460:-	tt12548468:-	
9	tt12516442:-	tt12556468:-	tt12556478:-	tt12556480:-	tt12556484:-	tt12556488:-	tt12556490:-	tt12556494:-	tt12556496:-	tt12556498:-	tt12556500:-	tt12556504:-	tt12556506:-	
10	tt12516444:-	tt12558604:-	tt12558606:-	tt12558608:-	tt12558610:-	tt12558612:-	tt12558614:-	tt12558616:-	tt12558618:-	tt12558620:-	tt12558622:-	tt12558624:-	tt12558626:-	
11	tt12516448:-	tt12569890:-	tt12569892:-	tt12569894:-	tt12569898:-	tt12569900:-	tt12569902:-	tt12569904:-	tt12569906:-	tt12569908:-	tt12569910:-	tt12569912:-	tt12569914:-	
12	tt12516450:-	tt12569916:-	tt12569922:-	tt12569946:-	tt12569948:-	tt12569952:-	tt12569956:-	
