5	tt1333278:-	tt1333279:-	tt1333694:-	tt1336274:-	tt1336275:-	tt1336276:-	tt1336277:-	tt1336691:-	tt1336692:-	tt1336693:-	tt1336694:-	tt1336695:-	tt1336696:-	
1	tt1461736:-	tt1470248:-	tt1473948:-	tt1473949:-	tt1476490:-	tt1479985:-	tt1479986:-	tt1479987:-	tt1479988:-	tt1479989:-	tt1479990:-	tt1479991:-	tt1479992:-	tt1479993:-	tt1479994:-	tt1479995:-	tt1479996:-	tt1479997:-	tt1479998:-	tt1479999:-	tt1480000:-	tt1480001:-	tt1480002:-	tt1480003:-	tt1480004:-	tt1480005:-	
6	tt1477947:-	tt1477948:-	tt1477949:-	tt1477950:-	tt1477951:-	tt1477952:-	tt1518906:-	tt1518907:-	tt1518908:-	tt1518909:-	tt1533198:-	tt1533199:-	tt1533200:-	
2	tt1480006:-	tt1480007:-	tt1480008:-	tt1480009:-	tt1480010:-	tt1480011:-	tt1480012:-	tt1480013:-	tt1480014:-	tt1480015:-	tt1480016:-	tt1480017:-	tt1480018:-	tt1480019:-	tt1480020:-	tt1480021:-	tt1480022:-	tt1480023:-	tt1480024:-	tt1480025:-	tt1480026:-	tt1480027:-	tt1480028:-	tt1480029:-	tt1480030:-	tt1480031:-	
3	tt1609830:-	tt1609831:-	tt1609832:-	tt1609833:-	tt1609834:-	tt1609835:-	tt1609836:-	tt1609837:-	tt1609838:-	tt1609839:-	tt1609840:-	tt1609841:-	tt1609842:-	
4	tt1609843:-	tt1609844:-	tt1609845:-	tt1609846:-	tt1609847:-	tt1609848:-	tt1609849:-	tt1609850:-	tt1609851:-	tt1609852:-	tt1609853:-	tt1609854:-	tt1609855:-	
7	tt1746804:-	tt1748955:-	tt1748956:-	tt1761127:-	tt1769523:-	tt1794060:-	tt1817833:-	tt1817834:-	tt1817835:-	tt1817836:-	tt1817837:-	tt1817838:-	tt1817840:-	
8	tt1893562:-	tt1913369:-	tt2069222:-	tt2069223:-	tt2099090:-	tt2105230:-	tt2113896:-	tt2113897:-	tt2113898:-	tt2113899:-	tt2117072:-	tt2117073:-	tt2117074:-	
9	tt2320321:-	tt2616192:-	tt2643486:-	tt2659892:-	tt2675032:-	tt2731682:-	tt2773776:-	tt2781300:-	tt2812496:-	tt2880348:-	tt3586760:-	tt3586770:-	tt3586776:-	
10	tt3031632:-	tt5265512:-	tt5265516:-	tt5265518:-	tt6648540:-	tt6648828:-	tt6648834:-	tt6648840:-	tt6648842:-	tt6648844:-	tt6648850:-	tt6648854:-	tt6648860:-	
\N	tt3759746:-	tt3762464:-	tt3767462:-	tt3785282:-	tt3802480:-	tt3865100:-	tt3865102:-	tt3865104:-	tt4084356:-	tt4182154:-	tt4238614:-	tt4259000:-	tt5121374:-	tt5145540:-	tt5165520:-	tt5183004:-	tt5201294:-	tt5265440:-	tt6648886:-	
11	tt4012362:-	tt5265446:-	tt5265448:-	tt5265454:-	tt5265460:-	tt5265466:-	tt5265470:-	tt5265478:-	tt5265482:-	tt5265488:-	tt5265494:-	tt5265502:-	tt5265504:-	
12	tt6616750:-	tt6616762:-	tt6616772:-	tt6616776:-	tt6616790:-	tt6616798:-	tt6616806:-	tt6616824:-	tt6616836:-	tt6616854:-	tt6616860:-	tt6616878:-	tt6616882:-	
