1	tt12505070:-	tt12505072:-	tt12505074:-	tt12505084:-	tt12509516:-	tt12509524:-	tt12509528:-	tt12509534:-	tt12509540:-	tt12509542:-	tt12509814:-	tt12509818:-	tt12509820:-	tt12509826:-	tt12509832:-	tt12509836:-	tt12509844:-	tt12512176:-	tt12512184:-	tt2018324:-	
2	tt12512366:-	tt12512372:-	tt12512542:-	tt12512582:-	tt12512598:-	tt12512622:-	tt12512628:-	tt12512634:-	tt12512640:-	tt12512654:-	tt12516472:-	tt12516482:-	tt12516508:-	tt12516512:-	tt12516516:-	
3	tt12516556:-	tt12516566:-	tt12517932:-	tt12517938:-	tt12517940:-	tt12517944:-	tt12517988:-	tt12517996:-	tt12518058:-	tt12518060:-	tt12518062:-	tt12518066:-	tt12518080:-	tt12518082:-	tt12518084:-	
