1	tt15027216:-	tt15027220:-	tt15027222:-	tt15027230:-	tt15027250:-	
2	tt15027274:-	tt15027280:-	tt15027292:-	tt15027302:-	tt15027310:-	
3	tt15032442:-	tt15032456:-	tt15032462:-	tt15032478:-	tt15032484:-	
4	tt15032626:-	tt15032628:-	tt15032648:-	tt15032680:-	tt15033028:-	
5	tt15032720:-	tt15032724:-	tt15032774:-	tt15032784:-	tt15032822:-	
6	tt15032886:-	tt15032894:-	tt15032900:-	tt15032904:-	tt15032910:-	tt15032912:-	
7	tt15032924:-	tt15032926:-	tt15032928:-	tt15032930:-	tt15032934:-	
8	tt15032948:-	tt15032950:-	tt15032954:-	tt15033018:-	tt15037596:-	
9	tt15037608:-	tt15037654:-	tt15037660:-	tt15037662:-	tt15037666:-	
10	tt15037678:-	tt15037688:-	tt15037696:-	tt15037700:-	tt15037708:-	tt15037716:-	tt15037722:-	
11	tt15037726:-	tt15037748:-	tt15037750:-	tt15037756:-	tt15037758:-	tt15037760:-	
12	tt15037774:-	tt15037778:-	tt15037780:-	tt15037784:-	tt15037802:-	
\N	tt15038016:-	tt15038028:-	tt15038038:-	tt15038044:-	tt15038078:-	tt15038094:-	tt15038102:-	tt15038126:-	tt15038140:-	tt15038150:-	tt15038162:-	
13	tt15038234:-	tt15038252:-	tt15038274:-	tt15038284:-	tt15038292:-	tt15038314:-	tt15038340:-	
14	tt15038342:-	tt15038350:-	tt15038354:-	tt15038374:-	tt15038390:-	
