1	tt0106484:-	tt0227327:6.5	tt1648325:-	tt1648326:7.0	tt1648327:-	tt1648328:-	tt1648334:-	
2	tt0430762:-	tt1155602:-	tt1305849:6.8	tt1648330:5.6	tt1648331:-	tt1648332:-	tt1648333:-	
\N	tt1648329:-	
