1	tt1248537:8.2	tt1248538:8.6	tt1248539:8.5	tt1248540:7.6	tt1248541:8.3	tt1248542:7.7	tt1248543:7.9	tt1248544:8.3	tt1248545:7.6	tt1248546:7.8	tt1248547:8.1	tt1248548:8.0	tt1248549:8.0	tt1352058:8.8	tt1371600:8.3	tt1375588:7.8	tt1380404:8.6	tt1390443:8.0	tt1400652:9.2	tt1400654:8.7	
2	tt1458249:8.5	tt1461321:7.8	tt1478012:8.0	tt1478013:8.8	tt1494949:7.8	tt1498335:7.8	tt1504315:8.9	tt1504316:8.0	tt1537132:7.2	tt1537133:7.8	tt1537134:8.3	tt1537135:8.3	tt1537136:9.1	tt1537137:9.5	tt1537138:8.2	tt1537139:9.3	tt1537548:8.8	tt1537549:7.9	tt1595401:8.8	tt1595402:6.9	tt1616753:8.5	tt1616754:9.1	tt1634617:9.3	
3	tt1635941:8.8	tt1635942:8.5	tt1635943:8.1	tt1635944:8.2	tt1635945:8.0	tt1635946:8.4	tt1635947:8.6	tt1635948:8.2	tt1635949:8.1	tt1635950:8.3	tt1635951:8.8	tt1635952:8.2	tt1635953:8.5	tt1635954:8.8	tt1635955:9.2	tt1635956:8.7	tt1635957:8.5	tt1635958:8.3	tt1635959:8.3	tt1635960:8.7	tt1635961:9.1	tt1635962:8.3	
4	tt1942299:8.1	tt1974629:8.3	tt1998676:7.9	tt2032721:8.3	tt2032722:8.2	tt2032723:8.7	tt2032724:7.8	tt2080688:8.6	tt2097485:8.1	tt2097486:8.2	tt2097487:8.7	tt2125858:8.7	tt2125859:8.1	tt2142215:8.8	tt2166857:8.2	tt2201537:8.1	tt2201539:8.3	tt2208523:8.2	tt2208525:9.1	tt2208527:8.7	tt2208529:8.5	tt2208531:8.8	
5	tt2222882:8.3	tt2352398:8.0	tt2383819:8.3	tt2385734:8.8	tt2385736:8.6	tt2385738:8.8	tt2411938:8.6	tt2411940:8.4	tt2411942:8.4	tt2411944:9.0	tt2411946:9.1	tt2411948:8.8	tt2411954:9.4	
