1	tt2662476:7.8	tt2822744:8.1	tt3332816:7.8	tt3347906:6.9	tt3470958:8.4	tt3470960:8.1	tt3486732:7.5	tt3486736:7.5	tt3486738:7.7	tt3486740:8.0	tt3486742:8.3	tt3486744:9.4	tt3486748:7.8	tt3486750:7.9	tt3486752:7.9	tt3486754:8.6	tt3486756:8.6	tt3486758:8.6	tt3486762:8.7	tt3874532:7.8	tt4276888:7.8	
2	tt3486734:8.5	tt3486746:6.6	tt3920022:8.4	tt4067636:8.7	tt4250168:9.0	tt4265110:7.7	tt4265202:6.4	tt4274122:8.8	tt4432900:8.1	tt4442652:9.1	tt4540900:9.0	tt4544256:6.2	tt4544258:9.2	tt4544328:8.2	tt4560268:9.1	tt4621340:8.0	tt4621346:8.7	tt4621348:7.7	tt4645514:8.4	tt4654440:8.4	tt4654442:8.7	tt4782082:8.3	tt4800130:7.6	tt4930182:8.4	tt4930184:8.6	tt4930186:8.4	tt4956028:8.7	tt4978820:8.3	tt4979186:8.2	tt4979196:8.7	
3	tt5228190:8.4	tt5230362:8.2	tt5289694:7.9	tt5289704:7.7	tt5289708:8.0	tt5289710:9.0	tt5289716:8.1	tt5376830:8.3	tt5489066:8.7	tt5489068:8.1	tt5489070:7.6	tt5489074:8.8	tt5489080:8.1	tt5489096:7.6	tt5489098:8.1	tt5489100:6.5	tt5489108:8.3	tt5489110:6.7	tt5489112:7.6	tt5489114:9.1	tt5667986:8.3	
