5	tt0701973:8.5	tt0701975:9.6	tt0701983:8.1	tt0701986:8.3	tt0701987:9.5	tt0701989:9.9	tt0701993:8.4	tt0702007:8.8	tt0702009:9.1	tt0702024:8.6	tt0702027:8.2	tt0702032:8.7	
1	tt0701974:8.9	tt0701976:8.4	tt0701979:8.1	tt0701982:8.2	tt0701991:8.4	tt0701999:8.8	tt0702000:8.6	tt0702006:8.8	tt0702016:8.5	tt0702021:8.5	tt0702025:8.7	tt0702029:8.4	tt0702031:8.1	
2	tt0701977:8.2	tt0701985:8.5	tt0701994:9.0	tt0701997:8.3	tt0701998:8.4	tt0702003:8.3	tt0702008:8.1	tt0702017:8.5	tt0702018:9.2	tt0702019:8.5	tt0702020:9.0	tt0702023:8.3	tt0702026:8.3	
4	tt0701978:8.2	tt0701980:7.9	tt0701981:8.1	tt0701990:9.0	tt0701992:7.9	tt0701996:8.0	tt0702004:8.1	tt0702011:8.4	tt0702012:8.9	tt0702013:7.9	tt0702014:8.0	tt0702030:9.1	
3	tt0701984:8.9	tt0701988:8.5	tt0701995:9.2	tt0702001:8.0	tt0702002:8.7	tt0702005:8.3	tt0702010:8.1	tt0702015:8.0	tt0702022:8.1	tt0702028:8.1	tt0702033:8.2	tt0702034:8.5	tt0702035:8.0	
