1	tt1762641:7.6	tt1776453:7.8	tt1777148:7.7	tt1781203:7.7	tt1785899:8.1	tt1790987:7.6	tt1794117:7.9	tt1794118:8.5	tt1809565:7.7	
2	tt2212177:7.8	tt2234785:7.9	tt2247385:7.6	tt2269239:7.3	tt2288767:7.7	tt2295367:7.3	tt2303441:7.9	tt2326515:7.2	tt2329529:7.7	tt2340721:7.7	
3	tt3136726:7.5	tt3136728:7.0	tt3136730:7.0	tt3136732:6.6	tt3136734:7.0	tt3136736:6.9	tt3136738:7.3	tt3136740:6.2	tt3136742:7.1	tt3136746:7.0	
