1	tt12383888:-	tt12459766:-	tt12459772:-	tt12459786:-	tt12459800:-	tt12459816:-	tt12459828:-	tt12459844:-	tt12459852:-	tt12459864:-	tt12459888:-	tt12459892:-	tt12459908:-	tt12459916:-	tt12459926:-	tt12459932:-	tt12459936:-	tt12459944:-	tt12459950:-	tt12459956:-	tt12467280:-	tt12467286:-	tt12467290:-	tt12467306:-	tt12632168:-	tt12632176:-	tt12632178:-	
2	tt12383900:-	
3	tt12383910:-	
4	tt12383918:-	
5	tt12383928:-	
6	tt12383938:-	
7	tt12383952:-	
8	tt12383958:-	
9	tt12383960:-	
10	tt12383964:-	
11	tt12383972:-	
12	tt12383986:-	
13	tt12384008:-	
14	tt12384036:-	
15	tt12384078:-	
16	tt12384108:-	
17	tt12384132:-	
18	tt12384146:-	
19	tt12384154:-	
20	tt12384160:-	
21	tt12384164:-	
22	tt12384170:-	
23	tt12384176:-	
24	tt12384182:-	
25	tt12384186:-	
26	tt12384198:-	
