1	tt11632692:-	tt11632702:-	tt11632722:-	tt11632724:-	tt11632726:-	tt11632730:-	tt11632732:-	tt2118547:-	tt6080424:-	tt6080432:-	
2	tt11632744:-	tt11632750:-	tt11632752:-	tt11632754:-	tt11632758:-	tt11632760:-	tt11632762:-	tt11632764:-	tt11632768:-	tt11632770:-	
3	tt11632772:-	tt11632780:-	tt11632782:-	tt11632784:-	tt11632788:-	tt11632790:-	tt11632792:-	tt11632794:-	tt11632798:-	tt11632800:-	
4	tt11632806:-	tt11632808:-	tt11632810:-	tt11632816:-	tt11632818:-	tt11632820:-	tt11632822:-	tt11632826:-	tt11632832:-	tt11632834:-	tt6080442:-	tt6080450:-	tt6080452:-	tt6080456:-	
5	tt11632904:-	tt11632906:-	tt11632910:-	tt11632912:-	tt11632918:-	tt11632920:-	tt11632924:-	tt11632926:-	tt11632928:-	tt11632930:-	tt11632932:-	tt11632934:-	tt11632940:-	tt11632942:-	tt11632950:-	tt11632952:-	tt11632954:-	tt6080458:-	
6	tt11633038:-	tt11633040:-	tt11633044:-	tt11633046:-	tt11633048:-	tt11633052:-	tt11633054:-	tt11633056:-	tt11633060:-	tt11633064:-	tt11633068:-	tt11633070:-	tt11633074:-	
7	tt11633096:-	tt11633248:-	tt11633252:-	tt11633254:-	tt11633256:-	tt11633258:-	tt11633260:-	tt11633262:-	tt11633266:-	tt11633268:-	tt11633270:-	tt11633272:-	tt11633274:-	tt11633278:-	tt11633284:-	tt3052264:-	
8	tt11633308:-	tt11633310:-	tt11633312:-	tt11633314:-	tt11633316:-	tt11633318:-	tt11633324:-	tt11633326:-	tt11633328:-	tt11633330:-	tt11633332:-	tt11633336:-	tt11633338:-	
9	tt11633386:-	tt11633388:-	tt11633390:-	tt11633392:-	tt11633394:-	tt11633398:-	tt11633400:-	tt11633406:-	tt11633408:-	tt11633410:-	tt11633412:-	tt11633414:-	tt11633416:-	
10	tt11633432:-	tt11633434:-	tt11633436:-	tt11633438:-	tt11633440:-	tt11633444:-	tt11633446:-	tt11633448:-	tt11633450:-	tt11633452:-	tt11633454:-	tt11633456:-	tt11633458:-	tt11633460:-	tt2118548:-	
