1	tt1273052:-	tt1289060:-	tt2174255:-	tt2174259:-	tt2174265:-	tt2174269:-	tt2174277:-	
2	tt2174243:-	tt2174245:-	tt2174247:-	tt2174249:-	tt2174251:-	tt2174253:-	
3	tt2174257:-	tt2174261:-	tt2174263:-	tt2174267:-	tt2174271:-	tt2174273:-	tt2174275:-	
