\N	tt0523829:-	tt10108958:-	tt10158470:-	tt2404882:-	tt2405530:-	tt8971992:-	tt8971994:-	tt8971996:-	tt8971998:-	tt8972000:-	tt8972002:-	tt8972004:-	tt8972006:-	
6	tt0768970:-	tt0768971:-	tt0899359:-	tt0899360:-	
5	tt0795069:-	tt0899358:-	tt10210188:-	tt1769479:-	
1	tt0899350:3.8	tt0899351:4.2	
2	tt0899352:-	tt0899353:-	tt2406716:-	tt2407058:-	tt2407400:-	
3	tt0899354:-	tt0899355:-	
4	tt0899356:-	tt0899357:-	
7	tt0951441:-	
12	tt10105118:-	tt10108984:-	
9	tt10107254:-	tt1395332:-	
10	tt10158616:-	tt1777727:-	tt2394336:-	
8	tt1167969:-	tt1174769:-	tt1174770:1.5	
11	tt1916855:1.3	tt2055866:1.8	
