2	tt0537596:7.8	tt0537597:7.2	tt0537598:7.3	tt0537599:7.4	tt0537600:7.3	tt0537601:7.4	tt0537602:8.0	
1	tt0856469:7.3	tt0856470:6.9	tt0856471:7.1	tt0856472:6.6	tt0856473:6.9	tt0856474:6.8	
3	tt0904220:7.7	tt0915982:7.7	tt0971443:7.3	tt0971444:7.1	tt1008155:7.0	tt1008156:7.1	
\N	tt0986513:9.2	tt1157796:8.3	tt1697352:8.2	tt9363964:-	
