1	tt13629244:-	tt13629254:-	tt13629262:-	tt13629266:-	tt13629278:-	tt13629300:-	tt13629314:-	tt13629320:-	
2	tt13629330:-	tt13629348:-	tt13629358:-	tt13629362:-	tt13629366:-	tt13629382:-	tt13629392:-	tt13629396:-	
3	tt13629402:-	tt13629410:-	tt13629416:-	tt13629428:-	tt13629436:-	tt13629474:-	tt13629492:-	tt13629504:-	
4	tt13635238:-	tt13635244:-	tt13635248:-	tt13635254:-	tt13635258:-	tt13635268:-	tt13635270:-	tt13635278:-	
5	tt13635284:-	tt13635286:-	tt13635296:-	tt13635300:-	tt13635304:-	tt13635312:-	tt13635316:-	tt13635318:-	tt13635326:-	tt13635338:-	tt13635340:-	tt13635344:-	tt13635352:-	tt13635354:-	
6	tt13635360:-	tt13635378:-	tt13635390:-	tt13635394:-	tt13635398:-	tt13635404:-	tt13635410:-	tt13635414:-	
7	tt13639890:-	tt13639902:-	tt13639908:-	tt13639916:-	tt13639926:-	tt13639930:-	tt13639942:-	tt13639948:-	
8	tt13639976:-	tt13639984:-	tt13640000:-	tt13640014:-	tt13640020:-	tt13640026:-	tt13640032:-	tt13640036:-	
9	tt13640050:-	tt13640054:-	tt13646608:-	tt13646624:-	tt13646636:-	tt13646644:-	tt13646650:-	tt13646656:-	
10	tt13646676:-	tt13646682:-	tt13646692:-	tt13646698:-	tt13646702:-	tt13646722:-	tt13646728:-	tt13646740:-	
11	tt13646756:-	tt13646758:-	tt13646762:-	tt13646770:-	tt13646780:-	tt13646794:-	tt13646808:-	tt13646836:-	
