4	tt1930853:-	tt1945686:-	tt1945687:-	tt1945688:-	tt1945689:-	tt1945690:-	tt1945691:-	tt1945692:-	tt1945693:-	tt1945694:-	tt1945695:-	tt1945696:-	tt1945697:-	tt1945698:-	
6	tt2143324:-	tt2143326:-	tt2143328:-	tt2143330:-	tt2143332:-	tt2146300:-	tt2146302:-	tt2155528:-	tt2155532:-	tt2167394:-	tt2167396:-	tt2452872:-	tt2452874:-	tt2452876:-	
1	tt2168907:-	tt2168909:-	tt2168913:-	tt2168915:-	tt2168917:-	tt2168921:-	tt2168923:-	tt2168925:-	tt2168927:-	tt2168929:-	tt2168931:-	tt2168933:-	tt2168935:-	
2	tt2168911:-	tt2168919:-	tt2178309:-	tt2178311:-	tt2178313:-	tt2178315:-	tt2178317:-	tt2178319:-	tt2178321:-	tt2178323:-	tt2178325:-	tt2178327:-	tt2178329:-	
3	tt2208769:-	tt2208771:-	tt2208775:-	tt2208777:-	tt2208779:-	tt2208785:-	tt2208789:-	tt2208793:-	tt2208795:-	tt2208797:-	tt2208799:-	tt2208811:-	tt2208817:-	
5	tt2208773:-	tt2208781:-	tt2208783:-	tt2208787:-	tt2208791:-	tt2208801:-	tt2208803:-	tt2208805:-	tt2208807:-	tt2208809:-	tt2208813:-	tt2208815:-	tt2208819:-	
7	tt2669306:8.0	tt2701438:8.6	tt2703016:8.6	tt2703050:-	tt2739760:-	tt2739762:7.6	tt2777472:-	tt2777474:8.4	tt2808676:-	tt2821288:-	tt2844672:7.2	tt2853472:-	tt2882182:9.0	
8	tt3203742:-	tt3203746:-	tt3203750:8.6	tt3253560:-	tt3253562:-	tt3253564:8.0	tt3286668:7.8	tt3287454:7.6	tt3334360:7.4	tt3334364:-	tt3334366:-	tt3367708:-	tt3367710:-	
9	tt3867624:-	tt3867626:-	tt3867628:-	tt3867636:-	tt3867640:6.4	tt3867642:-	tt3867648:7.2	tt3867654:-	tt3867678:-	tt3867694:-	tt3867700:-	tt3867708:-	tt3867714:-	
10	tt4527642:-	tt4527648:-	tt4527650:-	tt4527652:-	tt4527656:-	tt4527658:-	tt4527660:-	tt4527662:-	tt4527666:-	tt4527672:-	tt4567412:-	tt4567414:-	tt4567418:-	tt4567422:-	tt4577018:-	tt4577020:-	tt4594460:-	tt4594466:-	tt4652014:-	tt4652016:-	tt4652018:-	tt4652020:-	tt4652024:-	tt4652032:-	
11	tt5568048:-	tt5568050:-	tt5568052:-	tt5568054:-	tt5568056:-	tt5568058:-	tt5568060:-	tt5568062:-	tt5587952:-	tt5587954:-	tt5597998:-	tt5598000:-	tt5623968:-	tt5623972:-	
