2	tt10731494:-	tt10731496:-	tt10731498:-	tt10731502:-	tt10731506:-	tt10731508:-	tt10731512:-	tt10731518:-	tt10731520:-	tt10731524:-	tt10731526:-	
3	tt12965606:-	tt12965738:-	tt12965740:-	tt12965742:-	tt12965756:-	tt12965760:-	tt12965764:-	tt12965766:-	tt12965768:-	tt12965774:-	
\N	tt13143744:-	
4	tt14811836:-	tt14811842:-	tt14811846:-	tt14811848:-	tt14811854:-	tt14811858:-	tt14811860:-	tt14811864:-	tt14811866:-	tt14811868:-	
1	tt8821150:-	tt8821152:-	tt8821154:-	tt8821168:-	tt8821170:-	tt8821174:-	tt8821176:-	tt8821184:-	tt8821194:-	tt8821198:-	
