2	tt0609504:-	tt0758228:-	tt0822529:-	tt0822530:-	tt0822531:-	tt0822532:-	tt0822533:-	tt0822534:-	tt0822535:-	
3	tt0823049:-	tt0824005:-	tt0843130:-	tt0843131:-	tt0890450:-	tt0890451:-	tt0890452:-	tt0890453:-	tt0890848:-	tt1121412:-	
4	tt1058948:-	tt1082672:-	tt1183576:-	tt1183577:-	tt1184610:-	tt1184611:-	tt1184612:-	tt1184613:-	tt1184896:-	tt1184897:-	
