22	tt0592383:-	tt1132918:-	tt1132919:-	tt1136247:-	tt1179168:-	tt1179574:-	tt1179978:-	tt1179979:-	tt1180228:-	tt1181066:-	tt1181067:-	tt1181529:-	tt1182442:-	tt1182443:-	tt1183014:-	tt1183015:-	tt1183016:-	tt1183017:-	tt1183018:-	tt1183019:-	
20	tt0592384:-	tt1120176:-	tt1120177:-	tt1121400:-	tt1123602:-	tt1125545:-	tt1126152:-	tt1127954:-	tt1129587:-	tt1130217:-	tt1131216:-	tt1132317:-	tt1132917:-	tt1135327:-	tt1135834:-	tt1135835:-	tt1135836:-	tt1135837:-	tt1135838:-	tt1135839:-	
27	tt0592385:-	tt0904516:-	tt0904517:-	tt0904518:-	tt1054224:-	tt1054225:-	tt1054227:-	tt1132922:-	tt1286690:-	tt1287596:-	tt1297064:-	tt1299582:-	tt1301479:-	tt1304129:-	tt1304810:-	tt1304811:-	tt1304812:-	tt1304813:-	tt1304814:-	tt1304815:-	
25	tt0785405:-	tt0927806:-	tt0990667:-	tt0990668:-	tt0990669:-	tt0990670:-	tt0990671:-	tt0990673:-	tt0990674:-	tt0990675:-	tt0990676:-	tt0990677:-	tt0990678:-	tt0990679:-	tt0990680:-	tt0990681:-	tt0990682:-	tt1113185:-	
21	tt0806431:-	tt1131217:-	tt1131218:-	tt1149456:-	tt1151595:-	tt1153168:-	tt1153582:-	tt1157046:-	tt1159325:-	tt1161537:-	tt1162558:-	tt1166323:-	tt1170223:-	tt1172339:-	tt1172783:-	tt1172784:-	tt1172785:-	tt1172786:-	tt1172787:-	tt1172788:-	
23	tt0834273:-	tt0834274:-	tt0834275:-	tt0834276:-	tt0834277:-	tt0834278:-	tt0834279:-	tt0834280:-	tt0834281:-	tt0834282:-	tt0834283:-	tt0834284:-	tt0834285:-	tt0834286:-	tt0834287:-	tt0834288:-	tt0834289:-	tt0834290:-	tt0834291:-	tt0834292:-	
1	tt0874548:8.1	tt0874549:8.1	tt0874550:7.6	tt0874551:7.6	tt0874552:7.6	tt0874553:7.7	tt0874554:7.6	tt0874555:7.8	tt0874556:7.7	
2	tt0875333:7.4	tt0875334:7.8	tt0875335:7.9	tt0875336:7.8	tt0875337:8.0	tt0875338:7.4	tt0875339:7.4	tt0875340:7.5	tt0875341:7.5	tt0875342:8.0	tt0875343:8.0	tt0875344:7.7	tt0875345:8.0	tt0875903:8.1	tt0875904:7.8	tt0875905:7.9	tt0875906:7.3	tt0875907:7.4	
3	tt0876625:7.5	tt0876626:7.5	tt0876627:7.9	tt0880112:7.3	tt0880113:7.5	tt0880114:7.3	tt0880115:7.5	tt0880116:7.1	tt0880117:7.5	tt0880118:7.5	tt0882324:6.5	tt0882325:7.4	tt0882326:6.7	tt0882329:6.9	tt0882330:7.1	tt0882333:7.9	
4	tt0882327:7.0	tt0882328:7.3	tt0882331:7.1	tt0882332:8.6	tt0897647:6.9	tt0897648:7.9	tt0897649:6.9	tt0897650:7.2	tt0897651:7.2	tt0898512:7.3	tt0898513:8.4	tt0898514:8.0	tt0898515:8.2	tt0898516:7.1	tt0898517:7.4	tt0898518:8.1	tt0899783:7.3	tt0946247:7.4	tt1127525:7.5	
5	tt0885849:7.7	tt0885850:7.3	tt0886882:6.5	tt0886883:7.0	tt0887530:6.9	tt0888177:7.7	tt0888849:7.0	tt0890418:7.1	tt0890419:6.6	tt0890420:8.1	tt0890421:7.2	tt0890422:7.6	tt0890423:7.7	tt0890424:7.4	tt0890425:7.2	tt0890426:6.9	tt0890427:7.5	tt0890428:7.5	
6	tt0891039:7.6	tt0891040:7.4	tt0891041:7.7	tt0891788:7.5	tt0892566:7.0	tt0892567:7.8	tt0892568:7.3	tt0893101:7.2	tt0893102:7.2	tt0894097:7.6	tt0894098:7.0	tt0894099:6.9	tt0896135:7.2	tt0896136:8.0	tt0896137:8.0	tt0897104:8.3	tt0897105:6.8	tt0897106:7.5	
7	tt0897107:7.3	tt0899784:7.2	tt0899785:5.9	tt0899786:7.3	tt0899787:7.3	tt0899788:6.8	tt0899789:8.0	tt0899790:8.1	tt0899791:6.5	tt0899792:7.0	tt0901174:7.5	tt0901175:7.2	tt0901988:7.3	tt0901989:7.2	tt0902605:7.5	tt0902606:8.0	tt0903411:8.2	tt0907444:7.2	
26	tt0904515:-	tt1011446:-	tt1011447:-	tt1054221:-	tt1054222:-	tt1054223:-	tt1132921:-	tt1262647:-	tt1264418:-	tt1264938:-	tt1266866:-	tt1267932:-	tt1269639:-	tt1270727:-	tt1272094:-	tt1272095:-	tt1272096:-	tt1272097:-	tt1272098:-	tt1272099:-	
8	tt0904519:7.8	tt0904520:7.3	tt0904521:7.4	tt0904522:7.2	tt0904523:7.2	tt0904524:7.5	tt0904525:7.5	tt0905786:7.2	tt0906401:7.2	tt0906944:6.4	tt0906945:7.1	tt0907445:7.7	tt0908498:7.3	tt0908499:8.2	tt0908500:7.8	tt0908501:8.0	tt0908502:8.2	tt0909187:7.1	tt0917042:7.4	
28	tt0908495:-	tt0908496:-	tt0908497:-	tt0948262:-	tt0950152:-	tt0951783:-	tt0951784:-	tt0976522:-	tt0979538:-	tt0979539:-	tt0982071:-	tt0982072:-	tt0984506:-	tt0986977:-	tt0992001:-	tt0998423:-	tt0998424:-	tt0998425:-	tt1000395:-	tt1000396:-	
9	tt0909578:8.8	tt0909579:7.5	tt0910263:8.5	tt0910264:7.6	tt0910265:7.4	tt0910666:8.1	tt0910667:7.6	tt0911730:6.6	tt0911731:7.9	tt0911732:7.8	tt0911733:8.0	tt0911734:7.7	tt0912907:7.5	tt0912908:8.0	tt0914179:7.6	tt0914585:6.9	tt0914586:7.0	tt0914587:7.4	tt0914588:7.0	tt0915341:7.4	tt0915342:7.4	tt0915343:8.3	tt0915344:7.6	tt0915345:8.3	
10	tt0917038:7.7	tt0917039:-	tt0917040:-	tt0917041:-	tt0918766:7.0	tt0921225:6.8	tt0921226:7.7	tt0921227:-	tt0922000:8.0	tt0923205:-	tt0923206:8.2	tt0924652:-	tt0925407:-	tt0928259:-	tt0928260:-	tt0928261:-	tt0929671:-	tt0929672:-	tt0929673:-	tt0929674:-	tt0929675:-	tt0931852:-	tt0931853:-	tt0931854:-	
24	tt0930253:-	tt0930254:-	tt0930255:-	tt1132920:-	tt1140206:-	tt1215627:-	tt1216839:-	tt1217777:-	tt1220331:-	tt1221256:-	tt1224889:-	tt1226433:-	tt1227633:-	tt1230846:-	tt1231413:-	tt1231414:-	tt1231415:-	tt1231416:-	tt1231417:-	tt1231418:-	
11	tt0931855:9.0	tt0931856:9.0	tt0931857:-	tt0933468:7.8	tt0935466:8.0	tt0935467:8.4	tt0935468:8.0	tt0935469:-	tt0936750:-	tt0937714:-	tt0940128:8.2	tt0940129:-	tt0941580:-	tt0942504:-	tt0943649:8.2	tt0943650:-	tt0945096:-	tt0946245:-	tt0946246:-	tt0947292:-	
14	tt0953844:-	tt1021508:-	tt1025547:-	tt1025548:-	tt1028706:-	tt1029840:-	tt1029841:-	tt1032424:-	tt1034858:-	tt1036078:-	tt1037424:-	tt1039254:-	tt1040586:-	tt1040587:-	tt1040588:-	tt1042687:-	tt1043127:-	tt1044349:-	tt1046509:-	tt1047207:-	
12	tt0954660:-	tt0955555:-	tt0955556:-	tt0957952:-	tt0957953:-	tt0958582:-	tt0959780:-	tt0960391:-	tt0961454:-	tt0964073:-	tt0966099:-	tt0967685:-	tt0968927:-	tt0969960:-	tt0971623:-	tt0971624:-	tt0971625:-	tt0973374:-	tt0974116:-	tt0978927:-	
13	tt0976521:-	tt1000982:-	tt1001866:-	tt1004422:-	tt1004423:-	tt1004424:-	tt1004425:-	tt1004426:-	tt1004427:-	tt1011443:-	tt1011444:-	tt1011445:-	tt1014317:-	tt1014318:-	tt1015685:-	tt1016728:-	tt1016729:-	tt1018444:-	tt1019094:-	tt1020170:-	
15	tt1048517:-	tt1052251:-	tt1052252:-	tt1052665:-	tt1054220:-	tt1054826:-	tt1055635:-	tt1057078:-	tt1058260:-	tt1058261:-	tt1058941:-	tt1060064:-	tt1060567:-	tt1061219:-	tt1062589:-	tt1062590:-	tt1063221:-	tt1065899:-	tt1067378:-	tt1067379:-	
29	tt1054228:-	tt1054229:-	tt1054230:-	tt1126153:-	tt1126154:-	tt1140207:-	tt1140208:-	tt1140209:-	tt1140210:-	tt1140211:-	tt1140212:-	tt1140213:-	tt1140214:-	tt1140215:-	tt1140216:-	tt1140217:-	tt1140218:-	tt1140219:-	tt1140220:-	tt1140221:-	
30	tt1054231:-	tt1054232:-	tt1054233:-	tt1054234:-	tt1117762:-	tt1117763:-	tt1117764:-	tt1117765:-	tt1117766:-	tt1117767:-	tt1117768:-	tt1117769:-	tt1117770:-	tt1117771:-	tt1117772:-	tt1117773:-	tt1117774:-	tt1117775:-	tt1117776:-	tt1117777:-	
16	tt1068014:-	tt1069134:-	tt1069135:-	tt1069707:-	tt1070571:-	tt1072195:-	tt1072876:-	tt1072877:-	tt1075541:-	tt1075542:-	tt1077172:-	tt1077312:-	tt1077655:-	tt1078401:-	tt1078402:-	tt1079148:-	tt1079716:-	tt1081341:-	tt1082426:-	tt1082653:-	
17	tt1082654:-	tt1084247:-	tt1084248:-	tt1084249:-	tt1085158:-	tt1085978:-	tt1086482:-	tt1087736:-	tt1088370:-	tt1088371:-	tt1090459:-	tt1090915:-	tt1091364:-	tt1091897:-	tt1092483:-	tt1092484:-	tt1093013:-	tt1093014:-	tt1093973:-	tt1093974:-	
18	tt1094422:-	tt1094828:-	tt1095332:-	tt1095786:-	tt1095787:-	tt1097101:-	tt1097102:-	tt1097931:-	tt1098689:-	tt1098690:-	tt1099434:-	tt1099435:-	tt1100356:-	tt1100357:-	tt1101205:-	tt1102650:-	tt1102651:-	tt1103508:-	tt1104358:-	tt1104973:-	
19	tt1106558:-	tt1106559:-	tt1106560:9.2	tt1106980:-	tt1106981:-	tt1108253:-	tt1108254:-	tt1109774:-	tt1110103:-	tt1110457:-	tt1112016:-	tt1112426:-	tt1113184:-	tt1115174:-	tt1116310:-	tt1117056:-	tt1117057:-	tt1130214:-	tt1130215:-	tt1130216:-	
31	tt1218663:-	tt1218664:-	tt1222127:-	tt1229291:-	tt1232317:-	tt1244915:-	tt1244916:-	tt1250414:-	tt1250415:-	tt1259304:-	tt1259305:-	tt1259306:-	tt1262278:-	tt1266296:-	tt1273936:-	tt1274338:-	tt1284244:-	tt1288884:-	tt1288885:-	tt1288886:-	
