2	tt10003426:6.9	tt10076448:5.4	tt10111964:6.6	tt10119104:5.2	tt10171388:-	tt10214882:6.2	tt10251550:6.9	tt10286318:7.2	tt10324244:5.2	tt10332216:5.0	tt10393070:7.0	tt8975236:7.7	tt9018060:8.1	tt9074648:7.2	tt9156340:7.7	tt9204608:7.1	tt9238610:6.4	tt9260722:7.2	tt9291300:6.9	tt9340638:6.5	tt9362960:6.7	tt9377070:4.9	tt9419062:6.9	tt9465822:5.7	tt9602500:5.9	tt9626756:5.7	tt9716192:5.4	tt9731988:6.4	tt9776002:6.9	tt9802370:5.6	tt9853386:5.7	tt9882110:-	
3	tt10400264:8.0	tt11055782:7.4	tt11081878:7.4	tt11139508:6.8	tt11178636:4.8	tt11178638:-	tt11229498:-	tt11305158:-	tt11306978:-	tt11374182:5.4	tt11398904:-	tt11433484:-	tt11483932:-	tt11539562:-	tt11609076:-	tt11609112:-	tt11719546:6.3	
1	tt7662320:7.5	tt7662324:7.4	tt7662326:7.3	tt7662332:7.2	tt7662334:7.1	tt7662338:6.9	tt7710122:7.4	tt7734046:7.0	tt7765962:6.8	tt7843920:6.9	tt7843922:7.5	tt8168700:7.6	tt8168706:6.9	tt8168714:7.2	tt8168736:7.7	tt8168920:7.4	tt8168946:6.7	tt8171116:7.4	tt8171120:7.2	tt8171138:6.9	tt8171142:7.6	tt8198402:6.2	tt8201670:6.0	tt8232728:6.4	tt8295384:7.0	tt8327968:7.1	tt8358154:7.0	tt8361262:7.1	tt8361288:7.8	tt8421376:7.3	tt8454678:7.8	tt8516366:7.6	
