7	tt0583431:8.2	tt0583478:8.4	tt0583489:8.6	tt0583491:8.7	tt0583503:8.1	tt0583504:8.6	tt0583516:8.4	tt0583522:8.4	tt0583528:8.4	tt0583531:8.9	tt0583532:9.2	tt0583536:8.1	tt0583544:8.1	tt0583545:8.4	tt0583546:8.3	tt0583556:8.7	tt0583558:8.5	tt0583589:8.4	tt0583601:8.1	tt0583613:8.5	tt0583632:8.9	tt0583655:8.7	tt0756483:8.4	tt0756484:7.4	
10	tt0583432:8.6	tt0583433:9.7	tt0583436:8.5	tt0583445:8.0	tt0583451:8.5	tt0583457:8.5	tt0583477:8.2	tt0583484:8.8	tt0583494:9.0	tt0583542:8.9	tt0583543:8.6	tt0583550:9.0	tt0583557:8.2	tt0583564:8.8	tt0583586:8.3	tt0583614:8.3	tt0583623:8.9	
8	tt0583435:8.7	tt0583446:8.6	tt0583454:8.6	tt0583458:8.3	tt0583471:8.8	tt0583472:8.9	tt0583473:8.3	tt0583476:8.7	tt0583499:8.2	tt0583527:7.5	tt0583533:8.1	tt0583548:8.1	tt0583573:8.2	tt0583578:8.4	tt0583592:8.2	tt0583594:8.0	tt0583612:8.5	tt0583638:9.1	tt0583642:9.3	tt0583644:8.2	tt0583648:7.9	tt0583650:8.8	tt0583651:8.1	tt0583658:9.3	
5	tt0583437:8.9	tt0583440:8.8	tt0583452:9.7	tt0583467:8.3	tt0583475:8.0	tt0583479:8.7	tt0583486:8.3	tt0583500:8.8	tt0583507:9.0	tt0583511:9.1	tt0583517:8.3	tt0583523:8.1	tt0583524:8.3	tt0583551:8.5	tt0583563:9.1	tt0583575:8.5	tt0583593:8.6	tt0583610:8.5	tt0583617:8.2	tt0583622:8.7	tt0583639:8.3	tt0583652:9.2	tt0583660:8.0	tt0831990:9.1	
6	tt0583438:8.7	tt0583441:8.5	tt0583442:8.5	tt0583455:8.5	tt0583466:9.0	tt0583468:8.4	tt0583480:8.3	tt0583482:9.2	tt0583483:8.2	tt0583485:8.6	tt0583502:8.6	tt0583526:8.3	tt0583530:8.2	tt0583555:8.2	tt0583559:8.5	tt0583560:8.2	tt0583570:9.1	tt0583572:8.1	tt0583621:8.0	tt0583636:8.8	tt0583640:8.6	tt0583641:8.6	tt0756481:8.5	tt0756482:7.4	tt0954401:9.3	
2	tt0583439:8.6	tt0583447:8.5	tt0583448:8.3	tt0583449:8.5	tt0583453:8.4	tt0583456:8.6	tt0583465:8.1	tt0583481:9.0	tt0583488:8.9	tt0583514:8.2	tt0583519:8.3	tt0583537:8.0	tt0583539:7.9	tt0583562:8.5	tt0583567:8.0	tt0583574:8.6	tt0583583:8.2	tt0583584:8.1	tt0583591:8.1	tt0583624:8.1	tt0583625:8.5	tt0583635:9.4	tt0583656:9.0	tt0831047:8.8	
3	tt0583443:8.6	tt0583461:8.2	tt0583464:9.0	tt0583474:8.1	tt0583487:8.5	tt0583495:8.3	tt0583496:8.8	tt0583501:9.1	tt0583506:8.2	tt0583520:8.1	tt0583538:7.8	tt0583565:8.1	tt0583590:8.7	tt0583596:8.1	tt0583606:9.1	tt0583607:9.0	tt0583609:8.4	tt0583615:8.4	tt0583619:8.0	tt0583629:8.1	tt0583634:8.4	tt0583637:8.3	tt0583643:8.2	tt0583654:8.2	tt0583657:8.1	
4	tt0583444:8.7	tt0583490:7.9	tt0583505:8.7	tt0583512:8.5	tt0583513:8.5	tt0583515:9.1	tt0583525:8.2	tt0583529:8.4	tt0583541:8.5	tt0583547:8.2	tt0583552:8.3	tt0583566:8.7	tt0583571:8.5	tt0583576:8.2	tt0583588:8.1	tt0583595:8.5	tt0583600:9.5	tt0583604:8.2	tt0583608:8.6	tt0583611:8.1	tt0583618:7.2	tt0583620:9.1	tt0583659:8.5	tt0831991:9.2	
9	tt0583450:8.6	tt0583460:8.1	tt0583463:8.6	tt0583470:8.0	tt0583497:8.5	tt0583498:8.7	tt0583518:7.5	tt0583535:8.5	tt0583540:7.9	tt0583549:8.1	tt0583553:8.8	tt0583554:8.2	tt0583561:8.7	tt0583580:8.2	tt0583581:8.2	tt0583597:7.8	tt0583605:8.2	tt0583626:8.6	tt0583627:8.4	tt0583628:8.5	tt0583631:8.3	tt0583633:8.2	tt0583645:8.2	tt0583646:8.2	
1	tt0583459:8.3	tt0583462:8.1	tt0583469:8.9	tt0583492:8.2	tt0583493:8.1	tt0583510:8.8	tt0583521:8.1	tt0583534:8.2	tt0583568:8.1	tt0583569:8.5	tt0583577:8.7	tt0583579:9.0	tt0583582:8.7	tt0583585:8.1	tt0583587:8.3	tt0583598:8.2	tt0583599:8.5	tt0583602:7.9	tt0583603:7.8	tt0583616:8.3	tt0583630:8.1	tt0583647:8.0	tt0583649:8.2	tt0583653:8.2	
