5	tt12063770:-	tt12072178:-	tt12076798:-	tt9500736:-	tt9500750:-	tt9500756:-	tt9770810:-	tt9775914:-	tt9780198:-	tt9889252:-	
6	tt12089460:-	tt12098040:-	tt12099474:-	tt12104328:-	tt12110784:-	tt12115504:-	tt12125176:-	tt12267922:-	tt12439460:-	tt12445364:-	
7	tt12477582:-	tt12482642:-	tt12490600:-	tt12496614:-	tt12502114:-	tt12507994:-	tt12516942:-	tt12530616:-	tt12792928:-	tt12824728:-	
8	tt12922840:-	tt12928116:-	tt12940950:-	tt12980542:-	tt13011070:-	tt13017714:-	tt13097306:-	tt13110346:-	tt13123566:-	tt13623228:-	
9	tt13657716:-	tt13833480:-	tt13846214:-	tt13849032:-	tt13878282:-	tt13918498:-	tt13936020:-	tt13937454:-	tt13942658:-	tt13971174:-	
10	tt13977014:-	tt14041202:-	tt14069468:-	tt14082072:-	tt14115594:-	tt14116644:-	tt14121908:-	tt14130880:-	tt14167664:-	
1	tt9500402:-	tt9500418:-	tt9500424:-	tt9500436:-	tt9500444:-	tt9500450:-	tt9500460:-	tt9500472:-	tt9500486:-	tt9500490:-	
2	tt9500502:-	tt9500504:-	tt9500508:-	tt9500514:-	tt9500518:-	tt9500524:-	tt9500528:-	tt9500532:-	tt9500536:-	tt9500546:-	
3	tt9500548:-	tt9500556:-	tt9500566:-	tt9500574:-	tt9500586:-	tt9500596:-	tt9500604:-	tt9500612:-	tt9500616:-	tt9500624:-	
4	tt9500634:-	tt9500642:-	tt9500656:-	tt9500668:-	tt9500680:-	tt9500688:-	tt9500700:-	tt9500702:-	tt9500710:-	tt9500718:-	
