1	tt12870602:-	tt12870610:-	tt12870618:-	tt12870622:-	tt12870640:-	tt12870654:-	tt12870666:-	tt12870668:-	tt12870676:-	tt2666334:-	tt2666336:-	tt2666338:-	tt2666340:-	
2	tt12870728:-	tt12870748:-	tt12870802:-	tt12870808:-	tt12870812:-	tt12870846:-	tt12870866:-	tt12870884:-	tt12870906:-	tt12870922:-	tt12870936:-	tt12870950:-	
3	tt12871002:-	tt12871004:-	tt12871016:-	tt12871048:-	tt12871062:-	tt12871098:-	tt12871144:-	tt12871156:-	tt12871164:-	tt12871184:-	tt15060878:-	tt15060880:-	
