8	tt10029120:6.6	tt10029128:7.0	tt10029130:-	tt8066710:6.4	tt8093414:6.0	tt8155890:6.1	tt8184796:5.6	tt8189068:6.9	tt8311440:5.9	tt8322528:6.7	
9	tt10036310:5.7	tt10036314:6.7	tt9796860:5.2	tt9796864:6.5	tt9818222:5.7	tt9818226:5.8	tt9856010:6.4	tt9856014:5.7	tt9905668:7.0	tt9905674:6.3	
6	tt11481712:-	tt5471322:6.0	tt5472176:5.0	tt5472178:5.6	tt5472180:6.0	tt5472182:5.2	tt5472192:-	tt5472194:4.6	tt5472198:5.0	tt5472220:6.3	tt5472226:5.4	
10	tt11568094:6.8	tt11667968:6.7	tt11677468:6.8	tt11677480:6.5	tt11713986:7.0	tt11714006:-	tt11774736:-	tt11774748:-	tt11798504:-	tt11798586:-	
11	tt13292134:-	tt13292136:-	tt13292144:-	tt13329236:-	tt13370800:-	tt13541034:-	tt13541052:-	tt13541056:-	tt13541064:-	
1	tt2195724:6.2	tt2201402:6.3	tt2325590:6.5	tt2325610:7.4	tt2325744:7.0	tt2325746:6.3	tt2325754:7.2	tt2325772:6.5	tt2325778:6.6	tt2325782:7.9	
2	tt2327260:7.6	tt2327272:6.8	tt2327288:6.7	tt2327296:7.2	tt2327304:6.5	tt2327310:7.2	tt2327316:6.9	tt2327330:7.0	tt2327334:6.7	tt2327338:6.9	
3	tt2751272:6.6	tt2775874:6.0	tt2783130:7.0	tt2816836:6.4	tt2832678:7.5	tt2844924:5.4	tt2859874:7.2	tt2882474:7.0	tt2900586:6.8	tt2900594:6.8	
4	tt3588274:6.6	tt3602478:7.1	tt3620760:5.8	tt3634820:6.5	tt3681990:6.5	tt3681992:6.9	tt3698378:6.4	tt3760808:5.6	tt3760812:6.8	tt3760814:6.0	
5	tt4527212:6.0	tt4527220:5.0	tt4527222:6.2	tt4544520:6.0	tt4591596:5.8	tt4600694:6.5	tt4622078:5.6	tt4644436:5.8	tt4658716:5.2	tt4677320:5.2	
7	tt6980414:6.4	tt6980420:5.8	tt6980424:5.8	tt6980440:5.2	tt6980444:6.0	tt6980450:6.0	tt6980460:6.2	tt6980488:6.4	tt6980518:6.4	tt6980538:4.8	
