8	tt10104512:5.5	tt10104530:6.0	tt10140078:6.7	tt10140102:5.8	tt8798094:6.0	tt8798096:6.4	tt8798104:7.4	tt8988840:4.9	tt9811836:5.5	tt9842590:5.5	tt9842642:5.6	tt9865632:5.8	
9	tt11477550:7.7	tt11477574:8.0	tt11477584:7.4	tt11783832:6.0	tt11783834:5.8	tt11783844:5.8	tt11783850:5.8	tt12042654:-	tt12082370:6.0	tt12163590:5.2	tt12199668:5.6	tt12203302:5.8	tt12203312:5.7	
10	tt13416884:8.2	tt13416928:-	tt13416946:-	tt13519422:7.4	tt14229160:6.0	tt14229886:7.6	tt14229912:-	tt14229958:6.5	tt14229970:7.4	
1	tt2371671:6.8	tt2378939:6.2	tt2383475:6.9	tt2385451:6.8	tt2385453:7.4	tt2385455:6.6	
2	tt2747370:6.5	tt2851118:7.2	tt2851122:6.5	tt2851124:6.3	tt2851126:7.1	tt2851130:6.2	tt3226262:7.1	tt3276644:6.7	tt3345534:7.6	tt3407598:6.6	tt3436102:6.1	tt3577240:6.6	
3	tt3150836:5.4	tt3150838:6.2	tt3150840:6.3	tt3493918:6.8	tt3597384:6.3	tt3625534:7.1	tt3648718:6.9	tt3655434:7.0	tt3655446:6.4	tt3684188:7.2	tt3751276:6.2	tt3764438:6.7	
4	tt4228762:7.0	tt4331388:6.2	tt4331390:6.2	tt4351692:7.4	tt4656836:6.8	tt4675970:6.8	tt4705756:7.4	tt4746494:5.9	tt4772212:6.7	tt4784998:6.6	tt4789862:6.1	tt4837590:6.8	
5	tt5209552:-	tt5209564:5.8	tt5447724:6.2	tt5512642:6.9	tt5523652:7.0	tt5566058:7.2	tt5591200:6.1	tt5621996:5.4	tt5641294:6.8	tt5660584:6.3	tt5672338:5.7	tt5724420:6.9	
6	tt6173510:8.0	tt6173516:7.9	tt6173524:7.6	tt6602490:6.1	tt6602504:6.0	tt6610086:6.0	tt6665756:6.4	tt6665770:5.9	tt6665778:6.3	tt6850974:5.8	tt6850976:5.7	tt6850978:5.7	
7	tt7507354:6.1	tt7621386:5.1	tt7892680:5.9	tt7997460:5.8	tt8103174:5.6	tt8103178:5.8	tt8103180:5.5	tt8103182:5.7	tt8193940:5.7	tt8193948:5.7	tt8220522:4.8	tt8220534:5.6	
