2	tt0518771:-	tt0518772:-	tt0518773:-	tt0993906:-	tt12401866:-	tt12405472:-	tt12405478:-	tt12405480:-	tt12405482:-	tt12405496:-	tt12405500:-	tt12405504:-	tt12405508:-	tt12405512:-	tt12405520:-	tt12405522:-	tt12405528:-	tt12405534:-	tt12405542:-	tt12405544:-	tt12405550:-	tt12405552:-	tt12405558:-	tt12405560:-	tt12405564:-	tt12405566:-	tt12405578:-	tt12405610:-	tt12405616:-	tt12405622:-	
15	tt0846805:-	tt12401938:-	tt12418720:-	tt12418726:-	tt12418730:-	tt12418732:-	tt12418734:-	tt12418736:-	tt12418738:-	tt12418742:-	tt12418744:-	tt12418746:-	tt12418748:-	tt12418750:-	tt12418754:-	tt12418756:-	tt12418758:-	tt12418760:-	tt12418764:-	tt12418770:-	
1	tt1008113:-	tt10324278:-	tt12389670:-	tt12401782:-	tt12401788:-	tt12401792:-	tt12401798:-	tt12401800:-	tt12401802:-	tt12401804:-	tt12401808:-	tt12401810:-	tt12401818:-	tt12401820:-	tt12401824:-	tt12401826:-	tt12401828:-	tt12401830:-	tt12401836:-	tt12401838:-	tt12401840:-	tt12401844:-	tt12401846:-	tt12401848:-	tt12401852:-	tt12401854:-	tt12401856:-	tt12401862:-	
17	tt1028076:-	tt12401948:-	tt12438064:-	tt12438066:-	tt12438068:-	tt12438072:-	tt12438076:-	tt3843762:-	tt3843772:-	tt3843774:-	tt3843778:-	tt3843792:-	tt3843794:-	tt3843800:-	tt3961310:-	tt3961312:-	tt3961340:-	tt3961366:-	tt3961370:-	tt3961376:-	tt3961382:-	tt3961384:-	tt3961386:-	tt3961396:-	tt3961404:-	tt3961408:-	tt3961418:-	tt3961420:-	tt3961424:-	tt3961430:-	
\N	tt10328970:-	tt10969356:-	tt11434070:-	tt11434076:-	tt13904702:-	tt5421272:-	tt7766202:-	tt9490524:-	tt9490526:-	tt9515118:-	tt9515122:-	
10	tt11968846:-	tt11985870:-	tt11985884:-	tt11985888:-	tt11987190:-	tt12401894:-	tt12442828:-	tt12442830:-	tt12442832:-	tt12442834:-	tt12442836:-	tt12442838:-	tt12442850:-	tt12442852:-	tt12442858:-	tt12442860:-	tt12442864:-	tt12442866:-	tt12442868:-	tt12442870:-	tt12442872:-	tt12442874:-	tt12442876:-	tt12442878:-	tt12442880:-	tt12442882:-	tt12442884:-	tt12442886:-	tt12442888:-	tt12442890:-	tt12442894:-	tt12442898:-	tt12442900:-	tt12442902:-	tt12442904:-	tt12442906:-	tt12442908:-	tt12442912:-	tt12442914:-	tt12442916:-	tt12442918:-	tt12442920:-	tt12442922:-	tt12442924:-	tt12442926:-	
3	tt12401870:-	tt12414726:-	tt12414728:-	tt12414732:-	tt12414734:-	tt12414736:-	tt12414738:-	tt12414740:-	tt12414742:-	tt12414746:-	tt12414748:-	tt12414750:-	tt12414752:-	tt12414754:-	tt12414756:-	tt12414758:-	tt12414760:-	tt12414764:-	tt12414766:-	tt12414770:-	
4	tt12401876:-	tt12418610:-	tt12418612:-	tt12418614:-	tt12418618:-	tt12418620:-	tt12418622:-	tt12418624:-	tt12418628:-	tt12418632:-	tt12418634:-	tt12418636:-	tt12418638:-	tt12418640:-	tt12418642:-	tt12418644:-	tt12418646:-	tt12418648:-	tt12418652:-	tt12418654:-	tt12418656:-	tt12418658:-	tt12418664:-	tt12418666:-	tt12418668:-	tt12418672:-	tt12418674:-	tt12418678:-	tt12418680:-	tt12418682:-	tt12418684:-	tt12418686:-	tt12418688:-	tt12418690:-	tt12418692:-	tt12418694:-	tt12418696:-	tt12418700:-	tt12418702:-	tt12418704:-	tt12418708:-	tt12418712:-	
5	tt12401878:-	tt12425746:-	tt12425858:-	tt12425860:-	tt12425862:-	tt12425864:-	tt12425866:-	tt12425924:-	tt12425926:-	tt12425928:-	tt12425930:-	tt12425932:-	tt12425934:-	tt12425938:-	tt12425940:-	tt12425942:-	tt12425944:-	tt12425946:-	tt12425948:-	tt12425950:-	tt12425952:-	tt12425956:-	tt12425960:-	tt12425962:-	tt12425964:-	
6	tt12401880:-	tt12405656:-	tt12405660:-	tt12405680:-	tt12405684:-	tt12405686:-	tt12405688:-	tt12405690:-	tt12405696:-	tt12405698:-	tt12405702:-	tt12405704:-	tt12405706:-	tt12405708:-	tt12405716:-	tt12405718:-	tt12405720:-	tt12405722:-	tt12405728:-	tt12405734:-	tt12405784:-	tt12405788:-	tt12405790:-	tt12405792:-	tt12405794:-	tt12405796:-	tt12405800:-	tt12405802:-	tt12405804:-	tt12405808:-	tt12405818:-	tt12405822:-	tt12405826:-	tt12405828:-	tt12405830:-	tt12405834:-	tt12405840:-	tt12405842:-	tt12405844:-	tt12405846:-	tt12405850:-	tt12405854:-	tt12405856:-	tt12405860:-	tt3961518:-	
7	tt12401884:-	tt12425970:-	tt12425982:-	tt12425984:-	tt12425988:-	tt12425990:-	tt12425992:-	tt12425996:-	tt12425998:-	tt12426000:-	tt12426004:-	tt12426006:-	tt12426008:-	tt12426010:-	tt12426014:-	tt12426016:-	tt12426018:-	tt12426022:-	tt12426024:-	tt12426028:-	tt12426030:-	tt12426034:-	tt12426036:-	tt12426038:-	tt12426040:-	tt12426042:-	tt12426044:-	tt12426046:-	tt12426048:-	tt12426050:-	tt12426052:-	tt12426054:-	tt12426058:-	tt12426060:-	tt12426062:-	tt12426064:-	tt12426068:-	tt12426070:-	tt12426072:-	tt12426076:-	tt12426078:-	tt12426082:-	tt12426084:-	tt12426088:-	tt12426090:-	tt12426092:-	tt12426094:-	tt12426098:-	tt12426100:-	tt12426102:-	tt12426104:-	tt12426108:-	tt12426110:-	tt12426112:-	tt12426116:-	
8	tt12401886:-	tt12402012:-	tt12402014:-	tt12402016:-	tt12402022:-	tt12402026:-	tt12402030:-	tt12402032:-	tt12402036:-	tt12402038:-	tt12402040:-	tt12402042:-	tt12402044:-	tt12402046:-	tt12402048:-	tt12402050:-	tt12402052:-	tt12402054:-	tt12402056:-	tt12402058:-	
9	tt12401892:-	tt12429784:-	tt12429786:-	tt12429788:-	tt12429790:-	tt12429794:-	tt12429796:-	tt12429800:-	tt12429804:-	tt12429806:-	tt12429808:-	tt12429810:-	tt12429812:-	tt12429814:-	tt12429816:-	tt12429818:-	tt12429820:-	tt12429830:-	tt12429834:-	tt12429836:-	tt12429840:-	tt12429842:-	tt12429844:-	tt12429846:-	tt12429848:-	tt12429850:-	tt12429852:-	tt12429854:-	tt12429856:-	tt12429858:-	
11	tt12401916:-	tt12414774:-	tt12414780:-	tt12414782:-	tt12414786:-	tt12414788:-	tt12414790:-	tt12414792:-	tt12414794:-	tt12414796:-	tt12414798:-	tt12414800:-	tt12414802:-	tt12414804:-	tt12414806:-	tt12414808:-	tt12414810:-	tt12414812:-	tt12414814:-	tt12414816:-	tt12414820:-	tt12414822:-	tt12414824:-	tt12414826:-	tt12414828:-	tt12414830:-	tt12414832:-	tt12414834:-	tt12414836:-	tt12414838:-	tt12414842:-	tt12414844:-	tt12414846:-	tt12414848:-	tt12414850:-	tt12414852:-	tt12414854:-	tt12414856:-	tt12414858:-	tt12414860:-	tt12414862:-	tt12414864:-	
12	tt12401920:-	tt12405878:-	tt12405882:-	tt12405886:-	tt12405890:-	tt12405894:-	tt12405896:-	tt12405902:-	tt12405912:-	tt12405934:-	tt12405944:-	tt12405946:-	tt12405948:-	tt12405950:-	tt12405952:-	tt12405956:-	tt12405958:-	tt12405960:-	tt12405964:-	tt12405966:-	tt12405970:-	tt12405974:-	tt12405976:-	
13	tt12401926:-	tt12414632:-	tt12414634:-	tt12414636:-	tt12414638:-	tt12414640:-	tt12414642:-	tt12414644:-	tt12414648:-	tt12414650:-	tt12414652:-	tt12414654:-	tt12414658:-	tt12414660:-	tt12414662:-	tt12414664:-	tt12414670:-	tt12414672:-	tt12414674:-	tt12414676:-	tt12414682:-	tt12414686:-	tt12414688:-	tt12414690:-	tt12414692:-	tt12414694:-	tt12414696:-	tt12414700:-	tt12414704:-	tt12414706:-	tt12414710:-	tt12414712:-	tt12414714:-	tt12414716:-	tt12414722:-	
14	tt12401932:-	tt12402064:-	tt12402066:-	tt12402068:-	tt12402070:-	tt12402076:-	tt12402078:-	tt12402080:-	tt12402084:-	tt12402086:-	tt12402088:-	tt12402090:-	tt12402094:-	tt12402096:-	tt12402098:-	tt12402100:-	tt12402102:-	tt12402104:-	tt12402106:-	tt12402108:-	
16	tt12401942:-	tt12429726:-	tt12429732:-	tt12429736:-	tt12429738:-	tt12429740:-	tt12429742:-	tt12429746:-	tt12429748:-	tt12429750:-	tt12429752:-	tt12429756:-	tt12429758:-	tt12429762:-	tt12429764:-	tt12429766:-	tt12429768:-	tt12429770:-	tt12429772:-	tt12429774:-	tt12429776:-	tt12429778:-	tt12429780:-	tt12429782:-	tt1491092:-	
18	tt12401950:-	tt3843816:-	tt3843818:-	tt3843820:-	tt3843822:-	tt3843826:-	tt3843828:-	tt3843832:-	tt3843876:-	tt3843878:-	tt3843880:-	tt3843882:-	tt3843886:-	tt3843890:-	tt3843900:-	tt3843902:-	tt3843904:-	tt3843906:-	tt3843912:-	tt3843914:-	tt3843926:-	tt3843928:-	tt3843932:-	tt3843934:-	tt3843936:-	
19	tt12401952:-	tt3845218:-	tt3845220:-	tt3845224:-	tt3845226:-	tt3845230:-	tt3845236:-	tt3845240:-	tt3845244:-	tt3845248:-	tt3845252:-	tt3845254:-	tt3845256:-	tt3845264:-	tt3845270:-	tt3845304:-	tt3845312:-	tt3849118:-	tt3849122:-	tt3849332:-	tt3849334:-	tt3849336:-	tt3849342:-	tt3849344:-	tt3849348:-	
20	tt12401954:-	tt3849416:-	tt3849422:-	tt3849438:-	tt3849444:-	tt3849538:-	tt3849542:-	tt3849556:-	tt3849560:-	tt3849564:-	tt3849566:-	tt4439898:-	tt4439902:-	tt4439904:-	tt4439906:-	tt4439908:-	tt4440156:-	tt4440160:-	tt4440168:-	tt4440172:-	tt4440174:-	tt4440180:-	tt4440184:-	tt4440186:-	tt4446174:-	
21	tt12401956:-	tt4440194:-	tt4440198:-	tt4440208:-	tt4440212:-	tt4440222:-	tt4440228:-	tt4440230:-	tt4440232:-	tt4440250:-	tt4440260:-	tt4440274:-	tt4440276:-	tt4440280:-	tt4440284:-	tt4440288:-	tt4440290:-	tt4440382:-	tt4440494:-	tt4440498:-	tt4440500:-	tt4440502:-	tt4440526:-	tt4440532:-	tt4440546:-	
22	tt12401962:-	tt4440552:-	tt4440558:-	tt4440572:-	tt4440578:-	tt4440582:-	tt4440592:-	tt4440600:-	tt4440604:-	tt4440606:-	tt4440608:-	tt4440610:-	tt4440612:-	tt4440618:-	tt4440624:-	tt4440626:-	tt4440630:-	tt4440638:-	tt4440646:-	tt4440648:-	tt4440654:-	tt4446180:-	tt4446186:-	tt4446188:-	tt4446190:-	
25	tt12401972:-	tt12444080:-	tt12444082:-	tt12444084:-	tt12444086:-	tt12444088:-	tt12444090:-	tt12444092:-	tt12444096:-	tt12444098:-	tt12444100:-	tt12444102:-	tt12444104:-	tt12444106:-	tt12444108:-	tt12444110:-	tt12444112:-	tt12444114:-	tt1591518:-	tt4446644:-	tt4446646:-	tt4446650:-	tt4446654:-	tt4446658:-	tt4446664:-	tt4446672:-	tt4446680:-	tt4446682:-	tt4446692:-	tt4446694:-	tt4446696:-	tt4446700:-	
26	tt12401976:-	tt12408356:-	tt12408360:-	tt12408366:-	tt12408368:-	tt12408370:-	tt12408372:-	tt12408374:-	tt12408378:-	tt12408380:-	tt12408384:-	tt12408388:-	tt12408390:-	tt12408392:-	tt12408396:-	tt12408398:-	tt12408402:-	tt12408404:-	tt12408406:-	tt12408408:-	tt12408410:-	tt12408412:-	tt12408416:-	tt12408418:-	tt12408420:-	tt12408422:-	tt12408424:-	tt12408426:-	tt12408428:-	tt12408430:-	tt12408432:-	tt1925624:-	
27	tt12401980:-	tt12412234:-	tt12412238:-	tt12412240:-	tt12412244:-	tt12412248:-	tt12412250:-	tt12412254:-	tt12412256:-	tt12412258:-	tt12412260:-	tt12412264:-	tt12412266:-	tt12412268:-	tt12412272:-	tt12412276:-	tt12412278:-	tt12412280:-	tt12412282:-	tt12412284:-	tt12412286:-	tt12412288:-	tt12412290:-	tt12412292:-	tt12412296:-	tt12412298:-	tt12412302:-	tt12412304:-	tt12412308:-	tt12412312:-	tt12412314:-	tt12412318:-	
28	tt12401984:-	tt12418468:-	tt12418470:-	tt12418472:-	tt12418474:-	tt12418476:-	tt12418478:-	tt12418480:-	tt12418482:-	tt12418486:-	tt12418488:-	tt12418490:-	tt12418492:-	tt12418494:-	tt12418496:-	tt12418498:-	tt12418500:-	tt12418502:-	tt12418504:-	tt12418508:-	tt12418516:-	tt12418518:-	tt12418520:-	tt12418522:-	tt12418524:-	tt12418528:-	tt12418530:-	tt12418532:-	tt12418534:-	tt12418538:-	tt2273775:-	
29	tt12401986:-	tt12431696:-	tt12431700:-	tt12431702:-	tt12431704:-	tt12431706:-	tt12431710:-	tt12431712:-	tt12431714:-	tt12431720:-	tt12431722:-	tt12431724:-	tt12431728:-	tt12431732:-	tt12431734:-	tt12431736:-	tt12431738:-	tt12431740:-	tt12431742:-	tt12431744:-	tt12431746:-	tt12431748:-	tt12431750:-	tt12431752:-	tt12431760:-	tt12431762:-	tt12431764:-	tt12431766:-	tt12431768:-	tt12431772:-	tt1936054:-	
30	tt12401988:-	tt12423854:-	tt12423856:-	tt12423858:-	tt12423862:-	tt12423864:-	tt12423870:-	tt12423872:-	tt12423876:-	tt12423880:-	tt12423882:-	tt12423884:-	tt12423886:-	tt12423888:-	tt12423890:-	tt12423892:-	tt12423894:-	tt12423896:-	tt12423898:-	tt12423900:-	tt12423902:-	tt12423904:-	tt12423906:-	tt12423908:-	tt12423910:-	tt12423916:-	tt12423918:-	tt12423920:-	tt12423922:-	tt12423924:-	tt12423926:-	tt12423928:-	tt12423930:-	tt12423932:-	tt12423934:-	tt12423938:-	tt12423940:-	tt12423942:-	tt12423944:-	tt12423946:-	
31	tt12401994:-	tt12448626:-	tt12448630:-	tt12448636:-	tt12448638:-	tt12448640:-	tt12448642:-	tt12448644:-	tt12448646:-	tt12448650:-	tt12448652:-	tt12448660:-	tt12448662:-	tt12448666:-	tt12448668:-	tt12448674:-	tt12448676:-	tt12448678:-	tt12448680:-	tt12448682:-	tt12448684:-	tt12448686:-	tt12448688:-	tt12448690:-	tt12448692:-	tt12448694:-	tt12448696:-	tt12448702:-	tt12448704:-	tt12448706:-	tt12448708:-	tt12448710:-	
32	tt12408446:-	tt12408450:-	tt12408452:-	tt12408454:-	tt12408456:-	tt12408458:-	tt12408460:-	tt12408462:-	tt12408464:-	tt12408468:-	tt12408470:-	tt12408472:-	tt12408476:-	tt12408478:-	tt12408480:-	tt12408482:-	tt12408484:-	tt12408486:-	tt12408488:-	tt12408490:-	tt12408492:-	tt12408494:-	tt12408496:-	tt12408498:-	tt12408500:-	tt12408502:-	tt12408504:-	tt12408506:-	tt12408508:-	tt12408510:-	tt12408512:-	tt12408514:-	
40	tt12408522:-	tt12426128:-	tt12426132:-	tt12426138:-	tt12426140:-	tt12426144:-	tt12426146:-	tt12426150:-	tt12426154:-	tt12426156:-	tt12426158:-	tt12426160:-	tt12426164:-	tt12426166:-	tt12426168:-	tt12426170:-	tt12426172:-	tt12426174:-	tt12426176:-	tt12426178:-	tt12426180:-	tt12426182:-	tt12426184:-	tt12426186:-	tt12426188:-	tt12426190:-	tt12426192:-	tt12426194:-	tt12426196:-	tt12426200:-	tt12426202:-	tt12426204:-	
39	tt12408524:-	tt12414876:-	tt12414878:-	tt12414882:-	tt12414886:-	tt12414888:-	tt12414890:-	tt12414894:-	tt12414896:-	tt12414898:-	tt12414906:-	tt12414908:-	tt12414910:-	tt12414912:-	tt12414914:-	tt12414916:-	tt12414918:-	tt12414922:-	tt12414924:-	tt12414928:-	tt12414930:-	tt12414932:-	tt12414934:-	tt12414938:-	tt12414940:-	tt12414942:-	tt12414944:-	tt12414946:-	tt12414948:-	tt12414950:-	tt12414956:-	tt4362366:-	
38	tt12408528:-	tt12436168:-	tt12436272:-	tt12436276:-	tt12436282:-	tt12436284:-	tt12436286:-	tt12436288:-	tt12436294:-	tt12436298:-	tt12436304:-	tt12436306:-	tt12436310:-	tt12436314:-	tt12436318:-	tt12436320:-	tt12436322:-	tt12436324:-	tt12436326:-	tt12436328:-	tt12436334:-	tt12436338:-	tt12436340:-	tt12436342:-	tt12436344:-	tt12436346:-	tt12436348:-	tt12436350:-	tt12436352:-	tt12436354:-	tt12436358:-	tt12436360:-	
37	tt12408530:-	tt12431786:-	tt12431790:-	tt12431792:-	tt12431794:-	tt12431796:-	tt12431802:-	tt12431804:-	tt12431806:-	tt12431808:-	tt12431810:-	tt12431814:-	tt12431816:-	tt12431818:-	tt12431820:-	tt12431822:-	tt12431828:-	tt12431832:-	tt12431834:-	tt12431836:-	tt12431840:-	tt12431842:-	tt12431844:-	tt12431846:-	tt12431848:-	tt12431850:-	tt12431852:-	tt12431854:-	tt12431856:-	tt12431858:-	tt3838264:-	tt3838298:-	
36	tt12408534:-	tt12423762:-	tt12423780:-	tt12423782:-	tt12423784:-	tt12423786:-	tt12423790:-	tt12423792:-	tt12423794:-	tt12423796:-	tt12423798:-	tt12423800:-	tt12423802:-	tt12423806:-	tt12423808:-	tt12423810:-	tt12423812:-	tt12423814:-	tt12423816:-	tt12423818:-	tt12423820:-	tt12423822:-	tt12423824:-	tt12423826:-	tt12423828:-	tt12423830:-	tt12423832:-	tt12423836:-	tt12423838:-	tt12423840:-	
35	tt12408536:-	tt12420820:-	tt12420822:-	tt12420824:-	tt12420826:-	tt12420828:-	tt12420830:-	tt12420832:-	tt12420834:-	tt12420836:-	tt12420840:-	tt12420842:-	tt12420844:-	tt12420848:-	tt12420850:-	tt12420852:-	tt12420854:-	tt12420856:-	tt12420858:-	tt12420862:-	tt12420864:-	tt12420868:-	tt12420870:-	tt12420872:-	tt12420874:-	tt12420878:-	tt12420880:-	tt12420882:-	tt12420884:-	tt12420886:-	tt12420888:-	tt12420890:-	
34	tt12408538:-	tt12418292:-	tt12418294:-	tt12418296:-	tt12418298:-	tt12418300:-	tt12418302:-	tt12418304:-	tt12418306:-	tt12418308:-	tt12418310:-	tt12418312:-	tt12418314:-	tt12418316:-	tt12418318:-	tt12418424:-	tt12418426:-	tt12418428:-	tt12418430:-	tt12418432:-	tt12418434:-	tt12418436:-	tt12418438:-	tt12418440:-	tt12418442:-	tt12418444:-	tt12418446:-	tt12418448:-	tt12418450:-	tt12418452:-	tt12418454:-	tt7514474:-	
33	tt12408540:-	tt12412324:-	tt12412328:-	tt12412330:-	tt12412334:-	tt12412336:-	tt12412338:-	tt12412340:-	tt12412342:-	tt12412352:-	tt12412354:-	tt12412358:-	tt12412360:-	tt12412364:-	tt12412366:-	tt12412368:-	tt12412372:-	tt12412376:-	tt12412378:-	tt12412380:-	tt12412382:-	tt12412384:-	tt12412386:-	tt12412388:-	tt12412390:-	tt12412394:-	tt12412396:-	tt12412398:-	tt12412400:-	tt12412402:-	tt12412406:-	tt12412408:-	
41	tt12408542:-	tt12429642:-	tt12429644:-	tt12429646:-	tt12429648:-	tt12429650:-	tt12429654:-	tt12429656:-	tt12429658:-	tt12429660:-	tt12429662:-	tt12429664:-	tt12429666:-	tt12429668:-	tt12429670:-	tt12429674:-	tt12429676:-	tt12429678:-	tt12429680:-	tt12429682:-	tt12429686:-	tt12429688:-	tt12429690:-	tt12429694:-	tt12429696:-	tt12429698:-	tt12429700:-	tt12429702:-	tt12429704:-	tt12429706:-	tt12429708:-	tt12429710:-	
42	tt12408544:-	tt12437810:-	tt12437812:-	tt12437814:-	tt12437816:-	tt12437818:-	tt12437824:-	tt12437826:-	tt12437828:-	tt12437830:-	tt12437834:-	tt12437836:-	tt12437840:-	tt12437842:-	tt12437844:-	tt12437846:-	tt12437850:-	tt12437852:-	tt12437854:-	tt12437856:-	tt12437858:-	tt12437860:-	tt12437866:-	tt12437868:-	tt12437870:-	tt12437872:-	tt12437874:-	tt12437876:-	tt12437878:-	tt12437880:-	tt12437884:-	tt12437888:-	
43	tt12408550:-	tt12448716:-	tt12448718:-	tt12448720:-	tt12448722:-	tt12448724:-	tt12448726:-	tt12448730:-	tt12448732:-	tt12448734:-	tt12448738:-	tt12448742:-	tt12448744:-	tt12448752:-	tt12448758:-	tt12448760:-	tt12448764:-	tt12448766:-	tt12448770:-	tt12448772:-	tt12448776:-	tt12448778:-	tt12448780:-	tt12448784:-	tt12448786:-	tt12448788:-	tt12448792:-	tt12448794:-	tt12448796:-	tt12448798:-	tt12448802:-	tt12448804:-	
44	tt12408552:-	tt12454468:-	tt12454478:-	tt12454480:-	tt12454482:-	tt12454484:-	tt12454488:-	tt12454490:-	tt12454492:-	tt12454494:-	tt12454498:-	tt12454500:-	tt12454504:-	tt12454506:-	tt12454508:-	tt12454512:-	tt12454514:-	tt12454518:-	tt12454520:-	tt12454522:-	tt12454524:-	tt12454526:-	tt12454528:-	tt12454532:-	tt12454536:-	tt12454538:-	tt12454540:-	tt12454542:-	tt12454544:-	tt12454546:-	tt12454550:-	tt12454554:-	
