\N	tt0868854:-	tt0909360:-	tt10022432:-	tt10025066:-	tt10032458:-	tt10034760:-	tt10037334:-	tt10038234:-	tt10045300:-	tt10050016:-	tt10080126:-	tt10160872:-	tt10173454:-	tt1026348:-	tt10273130:-	tt1053760:-	tt10893906:-	tt1091586:-	tt10919756:-	tt11110906:-	tt11357006:-	tt11405280:-	tt11417574:-	tt11481544:-	tt11498154:-	tt11591610:-	tt11594632:-	tt11594638:-	tt11594648:-	tt11594656:-	tt11595788:-	tt11595796:-	tt11595798:-	tt11595804:-	tt11650520:-	tt11675420:-	tt11675430:-	tt11687468:-	tt11687548:-	tt11687566:-	tt11690108:-	tt11690122:-	tt11690130:-	tt11690188:-	tt11690572:-	tt11690576:-	tt11690582:-	tt11690604:-	tt11690610:-	tt11690622:-	tt11690630:-	tt11690636:-	tt11690648:-	tt11690666:-	tt11690808:-	tt11690818:-	tt11690826:-	tt11690836:-	tt11690848:-	tt11690854:-	tt11692444:-	tt11692454:-	tt11692458:-	tt11692468:-	tt11692476:-	tt11692488:-	tt11692506:-	tt11692524:-	tt11902780:-	tt12014108:-	tt12014124:-	tt12014154:-	tt12014226:-	tt12014244:-	tt12203976:-	tt12203982:-	tt1221183:-	tt12775694:-	tt12775702:-	tt12775704:-	tt12775766:-	tt12775776:-	tt12775798:-	tt12775800:-	tt12775880:-	tt12812622:-	tt12856938:-	tt12908702:-	tt12975786:-	tt13004810:-	tt13034598:-	tt13034602:-	tt13039464:-	tt13070360:-	tt13111944:-	tt13119258:-	tt13150200:-	tt13192250:-	tt13200744:-	tt13202972:-	tt13256722:-	tt13260324:-	tt13282614:-	tt13286082:-	tt13314220:-	tt13317292:-	tt13334620:-	tt13385310:-	tt13418700:-	tt13510510:-	tt13551198:-	tt13582976:-	tt13627020:-	tt13819426:-	tt13854742:-	tt13905626:-	tt13939422:-	tt13998902:-	tt14050978:-	tt14098502:-	tt14148734:-	tt14189106:-	tt14236778:-	tt14304300:-	tt1509579:-	tt1890285:7.7	tt1891638:-	tt1891639:-	tt1891640:-	tt1891641:-	tt2242664:-	tt2258552:-	tt3055244:-	tt3394632:-	tt3659802:-	tt4563020:-	tt5847500:-	tt9010608:-	tt9805244:-	tt9850938:-	tt9856108:-	tt9900698:-	
42	tt1494559:-	
1	tt4573134:-	
3	tt9147578:-	
2	tt9147582:-	
4	tt9147584:-	
6	tt9147586:-	
5	tt9147588:-	
43	tt9150992:-	
49	tt9150994:-	
50	tt9150996:-	
51	tt9150998:-	
52	tt9151000:-	
7	tt9151010:-	
8	tt9151012:-	
9	tt9151014:-	
10	tt9151016:-	
11	tt9151018:-	
12	tt9151020:-	
13	tt9151022:-	
14	tt9151024:-	
15	tt9151028:-	
