4	tt6238418:-	tt6238422:-	tt6238426:-	tt6238436:-	tt6238440:-	tt6238446:-	tt6238450:-	tt6238454:-	tt6781134:-	tt6781140:-	tt6781152:-	tt6781156:-	tt6781160:-	tt6781214:-	tt6781378:-	tt6781386:-	tt6781390:-	tt6781396:-	tt6781436:-	tt6781438:-	tt6781444:-	tt6781446:-	tt6781460:-	tt6781462:-	
1	tt6781114:-	tt6781118:-	tt6781122:-	tt6781132:-	tt6781308:-	tt6781312:-	tt6781336:-	tt6781340:-	
\N	tt6781144:-	tt6781166:-	tt6781172:-	tt6781220:-	tt6781400:-	tt6781404:-	tt6781412:-	tt6781420:-	tt6781426:-	tt6781434:-	
2	tt6781178:-	tt6781186:-	tt6781194:-	tt6781200:-	tt6781208:-	tt6781210:-	tt6781224:-	tt6781230:-	tt6781238:-	tt6781244:-	
3	tt6781248:-	tt6781250:-	tt6781254:-	tt6781260:-	tt6781264:-	tt6781268:-	tt6781272:-	tt6781276:-	tt6781280:-	tt6781284:-	tt6781286:-	tt6781294:-	
