11	tt10394922:-	tt10394934:-	tt10394936:-	tt10394946:-	tt10394958:-	tt10394976:-	tt10394994:-	tt10394998:-	tt10395002:-	tt10395004:-	tt11861484:-	tt11861532:-	
12	tt11861608:-	tt11861654:-	tt11861700:-	tt11861708:-	tt11861744:-	tt11861764:-	tt11861820:-	tt11861868:-	tt11861914:-	tt11861956:-	tt11861968:-	tt11862044:-	
1	tt6231920:-	tt6232124:-	tt6232126:-	tt6232130:-	tt6232132:-	tt6232134:-	tt6232136:-	tt6232142:-	
2	tt6231936:-	tt6232144:-	tt6232146:-	tt6232148:-	tt6232152:-	tt6232154:-	tt6232156:-	tt6232158:-	tt6232160:-	
3	tt6231948:-	tt6232168:-	tt6232170:-	tt6232172:-	tt6232174:-	tt6232178:-	tt6232180:-	tt6232182:-	tt6232184:-	tt6232186:-	
4	tt6231958:-	tt6232190:-	tt6232192:-	tt6232194:-	tt6232198:-	tt6232200:-	tt6232206:-	tt6232210:-	tt6232212:-	tt6232214:-	
5	tt6231964:-	tt6232220:-	tt6232232:-	tt6232236:-	tt6232238:-	tt6232240:-	tt6232242:-	tt6232244:-	tt6232246:-	tt6232250:-	
6	tt6231966:-	tt6232254:-	tt6232256:-	tt6232258:-	tt6232260:-	tt6232262:-	tt6232264:-	tt6232268:-	tt6240410:-	tt6259358:-	
7	tt8146894:-	tt8146898:-	tt8146902:-	tt8146906:-	tt8146912:-	tt8146918:-	tt8146920:-	tt8146922:-	tt8146924:-	tt8146926:-	
8	tt8146928:-	tt8146930:-	tt8146932:-	tt8146934:-	tt8146936:-	tt8146938:-	tt8146940:-	tt8146942:-	tt8146950:-	tt8146954:-	
9	tt8146960:-	tt8146962:-	tt8146964:-	tt9216086:-	tt9598006:-	tt9598010:-	tt9598012:-	tt9598016:-	tt9598024:-	tt9598044:-	
10	tt9598056:-	tt9598062:-	tt9598068:-	tt9598072:-	tt9598078:-	tt9598092:-	tt9598098:-	tt9598100:-	tt9598104:-	tt9598106:-	
