17	tt0615168:-	tt0794500:-	tt2202094:-	tt2202108:-	tt2202110:-	tt2202112:-	tt2202118:-	tt2202120:-	tt2202122:-	tt2202124:-	tt2202126:-	tt2202128:-	tt2202130:-	tt2202132:-	tt2202134:-	tt2202144:-	tt2202152:-	tt2202158:-	tt2202164:-	tt2202166:-	tt2202176:-	
18	tt0615169:-	tt0615172:-	tt0615173:-	tt0615181:-	tt0615182:-	tt0615183:-	tt0615184:-	tt0615185:-	tt0615186:-	tt0615187:-	tt2202184:-	tt2203104:-	tt2203106:-	tt2203108:-	tt2203110:-	tt2203136:-	tt2203138:-	tt2203140:-	tt2203146:-	tt2203178:-	tt2203190:-	tt2203202:-	tt2203206:-	tt2203236:-	tt2203238:-	tt2203240:-	tt2203260:-	tt2203262:-	tt2203266:-	tt2203268:-	tt2203280:-	
20	tt0615170:-	tt0615175:-	tt0615176:-	tt0615189:-	tt2205984:-	tt2280398:-	tt2280402:-	tt2280412:-	tt2280414:-	tt2280420:-	tt2280430:-	tt2280452:-	tt2280462:-	tt2280472:-	tt2280474:-	tt2280486:-	tt2280490:-	tt2280492:-	tt2280500:-	tt2280502:-	tt2280518:-	tt2280520:-	tt2280524:-	tt2280528:-	tt2280534:-	tt2280556:-	tt2280970:-	tt2281272:-	tt2281304:-	tt2281326:-	
\N	tt0615171:-	tt0615174:-	tt0615180:-	tt0615188:-	tt0799150:-	tt0799479:-	tt0799480:-	tt0799481:-	tt0799482:-	tt0799483:-	tt0799484:-	tt2162970:-	tt2162974:-	tt2162978:-	tt2162992:-	
19	tt0615177:-	tt0615178:-	tt0615179:-	tt0794501:-	tt2203316:-	tt2203398:-	tt2203400:-	tt2203404:-	tt2203428:-	tt2203430:-	tt2203436:-	tt2203438:-	tt2203440:-	tt2203442:-	tt2203444:-	tt2203454:-	tt2203466:-	tt2203468:-	tt2228948:-	
21	tt0794502:-	tt2281294:-	tt2281306:-	tt2281322:-	tt2281332:-	tt2281338:-	tt2281344:-	tt2281350:-	tt2281352:-	tt2281374:-	tt2281380:-	tt2281394:-	tt2281414:-	tt2281422:-	tt2281436:-	tt2281450:-	tt2281456:-	tt2281458:-	tt2281464:-	tt2284774:-	
16	tt0799485:-	tt0799486:-	tt2201476:-	tt2201478:-	tt2201480:-	tt2201626:-	tt2201630:-	tt2201632:-	tt2201636:-	tt2201648:-	tt2201650:-	tt2201654:-	tt2201656:-	tt2201658:-	tt2201722:-	tt2201724:-	tt2201726:-	tt2201730:-	tt2201734:-	tt2201740:-	tt2201750:-	tt2201980:-	tt2202016:-	tt2202022:-	tt2202028:-	tt2202034:-	tt2202044:-	tt2202048:-	tt2202056:-	tt2202068:-	tt2202072:-	tt2202074:-	tt2202080:-	tt2202090:-	
1	tt2201408:-	
2	tt2201410:-	
3	tt2201418:-	
4	tt2201424:-	
5	tt2201428:-	
6	tt2201430:-	
7	tt2201434:-	
8	tt2201438:-	
9	tt2201442:-	
10	tt2201456:-	
11	tt2201460:-	
13	tt2201464:-	
12	tt2201466:-	
14	tt2201470:-	
15	tt2201472:-	
