1	tt0688513:6.7	tt0688514:6.2	tt0688515:5.5	tt0688516:6.5	tt0688517:6.5	tt0688518:6.8	tt0688519:6.3	tt0688520:6.2	
10	tt0688521:6.5	tt0688522:-	tt0688523:-	tt0688524:-	tt0688525:-	tt0688526:-	tt0688527:-	tt0688528:-	
2	tt0688529:-	tt0688530:-	tt0688531:-	tt0688532:-	tt0688533:-	tt0688534:6.5	tt0688535:6.5	tt0688536:6.5	
3	tt0688537:-	tt0688538:-	tt0688539:-	tt0688540:7.7	tt0688541:-	tt0688542:-	tt0688543:-	tt0779213:6.3	
4	tt0688544:-	tt0688545:-	tt0688546:7.5	tt0688547:-	tt0688548:-	tt0688549:-	tt0688550:-	tt0688551:-	
5	tt0688552:-	tt0688553:-	tt0688554:-	tt0688555:-	tt0688556:-	tt0688557:-	tt0688558:6.2	tt0688559:-	
6	tt0688560:-	tt0688561:6.6	tt0688562:-	tt0688563:-	tt0688564:-	tt0688565:-	tt0688566:-	tt0688567:-	tt0688568:-	tt0688569:-	
7	tt0688570:6.8	tt0688571:-	tt0688572:-	tt0688573:-	tt0688574:-	tt0688575:-	tt0688576:5.7	tt0688577:7.8	
8	tt0688578:-	tt0688579:-	tt0688580:-	tt0688581:-	tt0688582:6.3	tt0688583:5.5	tt0688584:-	tt0688585:-	
9	tt0688586:-	tt0688587:-	tt0688588:-	tt0688589:-	tt0688590:-	tt0688591:-	tt0688592:-	tt0688593:-	
11	tt0917924:-	tt0917925:7.7	tt0917926:-	tt0917927:6.3	tt0917928:-	tt0917929:7.6	
12	tt2213301:6.3	tt2213303:5.7	tt2225439:6.7	tt2255203:6.4	tt2255205:6.2	tt2270705:6.1	tt2286999:6.5	tt2315163:5.9	
13	tt2656710:6.1	tt2656716:6.8	tt2656726:6.3	tt2656746:5.2	tt2674098:5.9	tt2699100:6.4	tt2715188:6.2	tt2748224:6.6	
14	tt3477524:6.4	tt3477642:-	tt3477806:-	tt3480124:7.5	tt3480352:7.2	tt3495312:-	tt3495606:-	tt3501958:6.6	
15	tt4364052:6.0	tt4364058:6.3	tt4376350:5.2	tt4389154:5.8	tt4422230:4.4	tt4486430:5.7	tt4486502:5.5	tt4486540:6.2	tt5322234:-	
16	tt5322242:6.9	tt5327448:6.0	tt5370362:6.5	tt5430872:5.9	tt5430882:7.0	tt5430884:7.6	tt5430890:-	tt5430894:-	tt5538830:-	
17	tt6386820:7.5	tt6390018:7.2	tt6390020:7.2	tt6390024:7.4	tt6390026:6.8	tt6390028:6.8	tt6390030:6.3	tt6390036:5.8	tt6862960:-	
18	tt7795780:6.8	tt7795814:-	tt7795820:-	tt7795828:-	tt7795832:-	tt7795840:-	tt7795842:-	tt7795846:-	
\N	tt8813758:-	
