1	tt2307993:7.9	tt2307995:8.0	tt2307997:8.0	tt2307999:8.2	tt2308001:8.4	
2	tt3498438:8.0	tt3498446:8.2	tt3498450:8.3	tt3498452:8.1	tt3498454:8.5	tt3498456:8.6	
3	tt4516230:7.3	tt4516232:8.0	tt4527626:7.4	tt4527628:7.5	tt4527630:7.6	tt5612312:8.6	
