4	tt10709384:-	tt10709386:-	tt10709390:-	tt10709392:-	tt10709396:-	tt10709402:-	tt11216532:-	tt11216674:-	tt11316218:-	
1	tt6752178:7.4	tt6756556:7.5	tt6756560:7.7	tt6763012:7.3	tt6763028:7.4	tt6763042:7.6	
2	tt8504948:-	tt9317828:-	tt9317856:7.4	tt9317866:-	tt9317870:-	tt9317880:-	tt9318356:-	tt9318370:-	
3	tt9555876:-	tt9555884:-	tt9555888:-	tt9555894:-	tt9555904:-	tt9555910:-	tt9555932:-	tt9555934:-	
