1	tt3284418:8.2	tt3285212:-	tt3296360:-	tt3392158:-	tt3392164:-	tt3392170:-	tt3392172:-	tt3392176:-	tt3392178:-	tt3392180:-	tt3392182:-	tt3392184:-	
2	tt3292954:7.2	tt3296332:-	tt3296340:-	tt3296354:-	tt3398594:-	tt3398596:-	tt3398598:-	tt3398600:-	tt3398602:-	tt3398606:-	tt3398610:-	tt3398612:-	tt3398614:-	tt3398616:-	
3	tt4561552:-	tt4561554:-	tt4561556:-	tt4692244:-	tt4692250:-	tt4692254:-	tt4692260:-	tt4692262:-	tt4692266:-	tt4706872:-	tt4742270:-	tt4742278:-	tt4772240:-	tt4791430:-	
4	tt7856548:-	tt7969274:-	tt7983530:-	tt7991662:-	tt7999940:-	tt8004568:-	tt8008872:-	tt8022584:-	tt8026306:-	tt8026320:-	
