1	tt1232847:-	tt1696240:-	tt1698785:-	tt1698786:-	tt1698787:-	tt1698788:-	tt1698789:-	tt1698790:-	tt1698791:-	tt1698792:-	tt1698794:-	tt1698795:-	tt1698796:-	tt1698797:-	tt1698798:-	tt1698799:-	tt1698800:-	tt1698801:-	tt1698802:-	tt1698803:-	tt1698804:-	tt1698805:-	tt1698806:-	tt1698807:-	tt1699258:-	
11	tt1696219:-	
5	tt1696220:-	
10	tt1696221:-	
4	tt1696222:-	
15	tt1696223:-	
2	tt1696224:-	
12	tt1696225:-	
16	tt1696226:-	
26	tt1696227:-	
19	tt1696228:-	
8	tt1696229:-	
25	tt1696230:-	
18	tt1696231:-	
22	tt1696232:-	
9	tt1696233:-	
7	tt1696234:-	
13	tt1696235:-	
6	tt1696237:-	
23	tt1696238:-	
14	tt1696239:-	
20	tt1696241:-	
21	tt1696242:-	
3	tt1696243:-	
24	tt1696244:-	
