4	tt12042744:-	tt12063864:-	tt12063942:-	tt12064088:-	tt12064166:-	tt12064222:-	tt12069856:-	tt12069922:-	tt12070016:-	tt12075286:-	tt12075462:-	tt12075566:-	
3	tt12098342:-	tt12098490:-	tt12098532:-	tt12098576:-	tt12098624:-	tt12104094:-	tt12104134:-	tt12104154:-	tt12104166:-	tt12104204:-	tt12104224:-	tt12104256:-	tt12104294:-	
2	tt12110104:-	tt12110272:-	tt12110400:-	tt12138108:-	tt12143510:-	tt12143942:-	tt12144192:-	tt12144218:-	tt12149948:-	tt12149974:-	tt12150120:-	tt12150190:-	
1	tt12157008:-	tt12157036:-	tt12157054:-	tt12157080:-	tt12157100:-	tt12186346:-	tt12186370:-	tt12186390:-	tt12197392:-	tt12197452:-	tt12197518:-	tt12197572:-	tt12197638:-	
5	tt12395512:-	tt12718352:-	tt12723298:-	tt12723478:-	tt12723528:-	tt12723546:-	tt13221254:-	tt13267254:-	tt13308790:-	tt13351550:-	tt13392408:-	tt13437198:-	tt13476682:-	
