1	tt1941258:7.7	tt2043466:7.8	tt2043467:8.2	tt2043468:7.9	tt2043469:7.9	tt2043470:7.3	tt2043471:7.6	tt2043472:7.8	tt2043473:7.2	tt2043474:7.8	tt2043476:7.5	tt2043477:7.9	tt2065492:8.1	tt2125218:7.7	tt2196901:7.4	tt2201825:7.5	tt2274825:8.2	tt2289125:7.9	tt2324699:8.0	tt2332173:7.8	tt2344845:7.9	tt2358139:7.7	tt2367667:7.6	tt2393167:7.9	
2	tt2217758:7.4	tt2217760:7.8	tt2367868:7.2	tt2409188:7.7	tt2449072:7.8	tt2450694:7.8	tt2459178:7.9	tt2487744:7.9	tt2516090:7.6	tt2528700:7.8	tt2544546:8.2	tt2595828:7.8	tt2608888:7.1	tt2623294:8.0	tt2636338:9.1	tt2650840:8.2	tt2651994:7.8	tt2675986:8.2	tt2734476:7.7	tt2738570:8.5	tt2772150:7.7	tt2792628:7.8	tt2802994:8.1	tt2833784:8.7	tt2846178:8.5	
3	tt2752714:7.8	tt3179610:7.6	tt3216020:7.5	tt3216892:7.7	tt3216898:7.2	tt3216958:7.7	tt3251424:7.7	tt3295812:7.5	tt3301670:7.5	tt3323830:7.5	tt3352334:8.4	tt3352356:7.5	tt3460686:7.4	tt3485572:7.7	tt3487686:8.6	tt3502694:7.3	tt3546832:7.2	tt3546836:7.3	tt3565648:7.7	tt3594630:7.4	tt3626422:7.8	tt3663548:7.7	tt3680374:7.5	
4	tt3587384:7.8	tt4029624:7.6	tt4063176:7.3	tt4064296:7.4	tt4085018:8.1	tt4085022:8.7	tt4085024:8.1	tt4085026:8.2	tt4085028:8.3	tt4085030:7.7	tt4219932:7.3	tt4232492:7.6	tt4273804:7.7	tt4290752:7.5	tt4333024:7.5	tt4421228:7.5	tt4423176:7.2	tt4462274:7.5	tt4479538:8.2	tt4498402:7.6	tt4568392:9.1	tt4568398:7.7	
5	tt4568418:7.9	tt4568440:7.4	tt4586310:7.6	tt4625200:7.4	tt5039226:7.7	tt5150014:7.4	tt5243392:7.6	tt5275814:7.4	tt5275816:7.3	tt5357834:7.2	tt5390498:7.5	tt5459972:7.3	tt5459978:7.6	tt5503762:7.5	tt5537194:7.9	tt5540822:7.2	tt5613938:7.7	tt5668094:8.1	tt5688966:7.3	tt5689276:7.5	tt5691440:8.3	tt5691442:8.9	
6	tt5646580:7.6	tt6043856:7.5	tt6055160:6.5	tt6068200:7.3	tt6115064:7.5	tt6115072:7.5	tt6199278:7.4	tt6212512:7.2	tt6212518:7.2	tt6212520:7.6	tt6236606:7.3	tt6287826:7.5	tt6334446:7.5	tt6334588:7.9	tt6340854:7.8	tt6397802:7.6	tt6523030:7.2	tt6523102:7.6	tt6570004:8.3	tt6598312:7.6	tt6598320:7.7	tt6628452:9.2	
7	tt6888528:7.3	tt6888532:8.5	tt6903804:7.1	tt6903806:7.3	tt6903810:7.5	tt6903814:7.2	tt6903820:7.9	tt6903822:8.0	
