1	tt2555530:-	tt2555540:-	tt2555670:-	tt2555672:-	tt2555674:-	tt2555676:-	tt2555678:-	tt2555680:-	tt2555684:-	tt2555688:-	tt2555690:-	tt2555692:-	tt2555698:-	
2	tt3561884:-	tt4004720:-	tt4004722:-	tt4068454:-	tt4068456:-	tt4068460:-	tt4068462:-	tt4068466:-	
3	tt5464772:-	tt5464776:-	tt5464778:-	tt5464780:-	tt5464782:-	tt5464786:-	tt5464788:-	tt5464790:-	tt5464794:-	
4	tt7750924:-	tt7751000:-	tt7751002:-	tt7751004:-	tt7751006:-	tt7751010:-	tt7751012:-	tt7751014:-	tt7751022:-	
