1	tt12427620:-	tt12427622:-	tt12427632:-	tt12427642:-	tt12427648:-	tt12427650:-	tt12427666:-	tt12427674:-	tt12427680:-	tt12427686:-	tt12427688:-	tt12427692:-	tt12427706:-	tt12427708:-	tt12427718:-	tt12427720:-	
2	tt12433678:-	tt12433696:-	tt12433708:-	tt12433710:-	tt12433718:-	tt12433724:-	tt12433728:-	tt12433736:-	tt12433744:-	tt12433756:-	tt12433770:-	tt12433780:-	tt12433784:-	
3	tt12433808:-	tt12433818:-	tt12433828:-	tt12433838:-	tt12433844:-	tt12433856:-	tt12433866:-	tt12433868:-	tt12433892:-	tt12433898:-	tt12433912:-	tt12433934:-	tt12433954:-	tt12433960:-	tt12433980:-	tt12434002:-	tt12434008:-	
4	tt12434200:-	tt12434218:-	tt12434224:-	tt12434230:-	tt12434242:-	tt12434248:-	tt12434256:-	tt12434266:-	tt12434272:-	tt12434290:-	tt12434296:-	tt12434304:-	
5	tt12434316:-	tt12434334:-	tt12434352:-	tt12434360:-	tt12434370:-	tt12434386:-	tt12434398:-	tt12434410:-	tt12434416:-	tt12434422:-	tt12434428:-	tt12434438:-	tt12434444:-	tt12434464:-	tt12434476:-	tt12434486:-	tt12434494:-	tt12434512:-	tt12434524:-	
6	tt12478294:-	tt12572560:-	tt12576532:-	tt12624494:-	tt12667368:-	tt12690216:-	tt12708286:-	tt12746592:-	tt12746630:-	tt12793100:-	tt12825658:-	tt12867560:-	
