12	tt12631626:-	tt12731322:-	tt12731362:-	tt12731440:-	tt12731464:-	tt12732036:-	tt12732144:-	tt12732258:-	tt12732442:-	tt12732526:-	tt12736044:-	tt12736092:-	tt12736110:-	tt12736162:-	tt12736180:-	tt12741376:-	tt12741498:-	tt12741518:-	tt12741586:-	tt12741638:-	tt12741668:-	tt12741696:-	tt12741754:-	tt12741762:-	tt12741814:-	
10	tt12631656:-	tt12710354:-	tt12710882:-	tt12710962:-	tt12711126:-	tt12711190:-	tt12715242:-	tt12715258:-	tt12715266:-	tt12715274:-	tt12715278:-	tt12715300:-	tt12715324:-	tt12715332:-	tt12715384:-	tt12715408:-	tt12715464:-	tt12715506:-	tt12715524:-	tt12716200:-	tt12716230:-	tt12716268:-	tt12716288:-	tt12716308:-	tt12716326:-	
1	tt12631708:-	tt12631714:-	tt12631720:-	tt12631730:-	tt12631782:-	tt12631806:-	tt12631822:-	tt12631832:-	tt12631840:-	tt12631846:-	tt12631854:-	tt12631870:-	tt12631880:-	tt12631884:-	tt12631892:-	tt12631896:-	tt12631904:-	tt12631910:-	
\N	tt12631764:-	tt12631850:-	tt12631864:-	tt12631888:-	tt12632610:-	tt12633580:-	tt12635146:-	tt12635558:-	tt12704014:-	tt12710440:-	tt12719748:-	tt12751776:-	tt12753272:-	tt12753280:-	tt12753286:-	tt12753308:-	tt12753316:-	tt12753322:-	tt12789496:-	tt12967492:-	
2	tt12632208:-	tt12632222:-	tt12632268:-	tt12632288:-	tt12632298:-	tt12632310:-	tt12632328:-	tt12632336:-	tt12632350:-	tt12632358:-	tt12632422:-	tt12632516:-	tt12632568:-	tt12632646:-	tt12632928:-	tt12633080:-	tt12633124:-	tt12633164:-	tt12633224:-	tt12633256:-	tt12633612:-	tt12633682:-	tt12633728:-	tt12633864:-	tt12633928:-	
3	tt12635134:-	tt12635142:-	tt12635160:-	tt12635168:-	tt12635188:-	tt12635216:-	tt12635234:-	tt12635244:-	tt12635264:-	tt12635438:-	tt12635488:-	tt12635514:-	tt12635650:-	tt12637466:-	tt12637482:-	tt12637536:-	tt12637684:-	tt12637696:-	tt12637722:-	tt12637724:-	tt12637734:-	tt12637744:-	tt12637758:-	tt12637768:-	tt12637784:-	
4	tt12637932:-	tt12637950:-	tt12639142:-	tt12639216:-	tt12639296:-	tt12639368:-	tt12639494:-	tt12639592:-	tt12639672:-	tt12639750:-	tt12640536:-	tt12640606:-	tt12640692:-	tt12640786:-	tt12640928:-	tt12641076:-	tt12641140:-	tt12641640:-	tt12641676:-	tt12641716:-	tt12641764:-	tt12641774:-	tt12641812:-	tt12641870:-	
5	tt12650794:-	tt12650862:-	tt12650896:-	tt12650908:-	tt12650926:-	tt12650958:-	tt12650988:-	tt12651508:-	tt12651516:-	tt12651558:-	tt12651592:-	tt12651626:-	tt12651656:-	tt12651790:-	tt12654434:-	tt12656134:-	tt12656178:-	tt12656208:-	tt12656236:-	tt12656258:-	tt12656706:-	tt12656720:-	tt12656848:-	tt12656914:-	tt12657002:-	
6	tt12657094:-	tt12657150:-	tt12657182:-	tt12657284:-	tt12657310:-	tt12657460:-	tt12657648:-	tt12657802:-	tt12657948:-	tt12658078:-	tt12658180:-	tt12658262:-	tt12658396:-	tt12664928:-	tt12664958:-	tt12664986:-	tt12665004:-	tt12665022:-	tt12665038:-	tt12665088:-	tt12665122:-	tt12665272:-	tt12665292:-	tt12665348:-	tt12665410:-	
7	tt12665504:-	tt12665546:-	tt12665616:-	tt12665812:-	tt12665972:-	tt12671276:-	tt12671290:-	tt12671324:-	tt12671334:-	tt12671344:-	tt12672124:-	tt12672154:-	tt12672234:-	tt12672278:-	tt12672710:-	tt12672930:-	tt12673054:-	tt12673192:-	tt12673346:-	tt12673472:-	tt12673524:-	tt12673588:-	tt12673638:-	tt12673780:-	tt12673906:-	
8	tt12677260:-	tt12677270:-	tt12677288:-	tt12677324:-	tt12677370:-	tt12677522:-	tt12677624:-	tt12677632:-	tt12677688:-	tt12677726:-	tt12677898:-	tt12677914:-	tt12683170:-	tt12683270:-	tt12683286:-	tt12683896:-	tt12683916:-	tt12683984:-	tt12683994:-	tt12684028:-	tt12684060:-	tt12684094:-	tt12684136:-	tt12684178:-	tt12684234:-	
9	tt12696714:-	tt12696856:-	tt12696998:-	tt12697084:-	tt12697216:-	tt12697406:-	tt12702200:-	tt12702212:-	tt12702234:-	tt12702246:-	tt12702810:-	tt12702854:-	tt12702862:-	tt12702886:-	tt12702912:-	tt12703032:-	tt12703116:-	tt12703290:-	tt12703384:-	tt12703394:-	tt12703410:-	tt12703450:-	tt12703480:-	tt12703564:-	tt12703860:-	
11	tt12719770:-	tt12719852:-	tt12719880:-	tt12719936:-	tt12720010:-	tt12720024:-	tt12720080:-	tt12720192:-	tt12720214:-	tt12720268:-	tt12720356:-	tt12720624:-	tt12720814:-	tt12723568:-	tt12723606:-	tt12723628:-	tt12723650:-	tt12723668:-	tt12723726:-	tt12723752:-	tt12723774:-	tt12723808:-	tt12723826:-	tt12723840:-	tt12723866:-	
13	tt12742626:-	tt12742818:-	tt12742904:-	tt12743058:-	tt12743256:-	tt12747882:-	tt12747894:-	tt12748114:-	tt12748124:-	tt12748148:-	tt12748180:-	tt12748202:-	tt12748238:-	tt12748254:-	tt12748324:-	tt12749396:-	tt12750056:-	tt12750132:-	tt12750320:-	tt12751690:-	tt12751816:-	tt12751838:-	tt12751892:-	tt12751914:-	tt12751946:-	
