2	tt10092018:-	tt10092020:-	tt10092022:-	tt10092024:-	tt10092030:-	tt10092036:-	tt10092042:-	tt10092046:-	
3	tt10092050:-	tt10092052:-	tt10092058:-	tt10092060:-	tt10092064:-	tt10092070:-	tt10092074:-	tt10092078:-	
4	tt10092080:-	tt10092082:-	tt10092084:-	tt10092086:-	tt10092092:-	tt10092096:-	tt10092098:-	tt10092104:-	
5	tt10092188:-	tt10092190:-	tt10092192:-	tt10092196:-	tt10092198:-	tt10092200:-	tt10092202:-	tt10092204:-	
6	tt10092210:-	tt10092214:-	tt10092216:-	tt10092218:-	tt10092220:-	tt10092222:-	tt10092224:-	tt10092226:-	
7	tt10092230:-	tt10092232:-	tt10092234:-	tt10092236:-	tt10092238:-	tt10092240:-	tt10092242:-	tt10092244:-	
8	tt10092246:-	tt10092248:-	tt10092252:-	tt10092254:-	tt10092256:-	tt10092258:-	tt10092260:-	tt10092262:-	
10	tt10092268:-	tt10092270:-	tt10092272:-	tt10092274:-	tt10092276:-	tt10092280:-	tt10092282:-	tt10092284:-	
11	tt10731936:-	tt10731942:-	tt10748818:-	tt10748852:-	tt10748876:-	tt10748904:-	tt10748920:-	tt10748994:-	
12	tt10749050:-	tt10761648:-	tt10805874:-	tt10805878:-	tt10805938:-	tt10806972:-	tt10811198:-	tt10811218:-	
13	tt10811232:-	tt10811240:-	tt10811248:-	tt10811252:-	tt10811266:-	tt10811272:-	tt10811280:-	tt10811288:-	
14	tt10811290:-	tt10811294:-	tt10811298:-	tt10811300:-	tt10811302:-	tt10811306:-	
15	tt10811310:-	tt10811312:-	tt10811314:-	tt10811318:-	tt10811328:-	tt10811330:-	tt10811332:-	tt10811334:-	tt10811338:-	tt10811340:-	
16	tt10811342:-	
17	tt10946754:-	tt10946756:-	tt10946760:-	tt10946764:-	tt10946766:-	tt10946768:-	tt10946772:-	tt10946774:-	
19	tt10946786:-	tt10946790:-	tt10946800:-	tt10946804:-	tt10946806:-	tt10946808:-	tt10946818:-	tt10946820:-	
20	tt10946826:-	tt10946830:-	tt10946832:-	tt10946838:-	tt10946840:-	tt10946844:-	tt10946846:-	tt10946848:-	
21	tt10946852:-	tt10946856:-	tt10946858:-	tt10946862:-	tt10946866:-	tt10946868:-	tt10946872:-	tt10946874:-	
22	tt10946886:-	tt10946892:-	tt10946906:-	tt10946908:-	tt10946912:-	tt10946940:-	tt10946942:-	tt10946944:-	
9	tt2164810:-	tt2164814:-	tt2164818:-	tt2164820:-	tt2164826:6.4	tt2164832:-	tt2164838:-	tt2164850:-	
1	tt3449784:-	tt3449988:-	tt3450006:-	tt7315352:-	tt7315364:-	tt7315378:-	tt7315388:-	tt7315394:-	
18	tt7301608:-	tt7307808:-	tt7307850:-	tt7310772:-	tt7310778:-	tt7310786:-	tt7310788:-	tt7310794:-	
