2	tt0296838:8.2	tt0691353:8.0	tt0691360:8.1	tt0691362:7.8	tt0691364:7.6	tt0691374:7.8	tt0691384:7.9	
6	tt0691351:8.4	tt0691380:7.8	tt0691383:7.7	tt0691386:8.2	tt0691389:8.3	tt0691390:8.2	
5	tt0691352:8.0	tt0691354:8.4	tt0691356:8.3	tt0691359:8.3	tt0691381:8.1	tt0691387:8.1	
1	tt0691355:7.8	tt0691369:7.9	tt0691370:7.8	tt0691373:7.7	tt0691375:7.9	tt0691388:7.8	
4	tt0691357:8.3	tt0691358:8.2	tt0691371:8.3	tt0691377:8.3	tt0691379:8.1	tt0691392:8.2	
7	tt0691361:8.1	tt0691363:8.3	tt0691365:7.9	tt0691376:8.2	tt0691382:8.1	tt0691391:8.7	
3	tt0691366:8.0	tt0691367:8.2	tt0691368:7.7	tt0691372:8.4	tt0691378:8.1	tt0691385:8.1	
