1	tt10407266:-	tt3839218:-	tt4368748:-	tt5247350:-	
\N	tt2258550:-	tt2356029:-	tt2356031:-	tt2356033:-	tt2791136:-	tt2810372:-	tt2858024:-	tt2892972:-	tt2898256:-	tt2898320:-	tt3823540:-	tt3836142:-	tt3868416:-	tt3947616:-	tt3966394:-	tt4017164:-	tt4124008:-	tt4146252:-	tt4148458:-	tt4153820:-	tt4167874:-	tt4171434:-	tt4171436:-	tt4173812:-	tt4179810:-	tt4273444:-	tt4337890:-	tt4366676:-	tt4368744:-	tt4368756:-	tt4368760:-	tt4368762:-	tt4368764:-	tt4368766:-	tt4368768:-	tt4370934:-	tt4370938:-	tt4370942:-	tt4370956:-	tt4370968:-	tt4370976:-	tt4370988:-	tt4372126:-	tt4372200:-	tt4372218:-	tt4372228:-	tt4372234:-	tt4372244:-	tt4897708:-	tt5581864:-	tt5587264:-	tt5617944:-	tt5922576:-	tt6402724:-	
36	tt3947618:-	tt6499066:-	tt6499074:-	tt6499080:-	
15	tt6497502:-	tt6497508:-	tt6497538:-	tt6497604:-	tt6497620:-	tt6497622:-	
16	tt6497626:-	tt6497638:-	tt6497650:-	tt6497660:-	tt6497672:-	tt6497678:-	tt6497694:-	tt6497706:-	tt6497714:-	tt6497716:-	tt6497718:-	tt6497724:-	
17	tt6497728:-	tt6497730:-	tt6497734:-	tt6497738:-	tt6497744:-	tt6497748:-	tt6497754:-	tt6497758:-	
18	tt6497818:-	tt6497820:-	tt6497824:-	tt6497828:-	tt6497830:-	tt6497834:-	tt6497836:-	tt6497838:-	
19	tt6497842:-	tt6497846:-	tt6497850:-	tt6497854:-	tt6497858:-	tt6497860:-	tt6497868:-	tt6497872:-	
20	tt6497876:-	tt6497888:-	tt6497890:-	tt6497892:-	tt6497902:-	tt6497904:-	tt6497908:-	tt6497914:-	
21	tt6497922:-	tt6497928:-	tt6497932:-	tt6497934:-	tt6497938:-	tt6497946:-	tt6497948:-	tt6497950:-	
22	tt6497952:-	tt6497956:-	tt6497960:-	tt6497976:-	tt6497982:-	tt6497988:-	tt6497992:-	tt6497994:-	tt6497998:-	tt6498004:-	
23	tt6498008:-	tt6498018:-	tt6498024:-	tt6498036:-	tt6498046:-	tt6498060:-	tt6498074:-	tt6498086:-	tt6498092:-	tt6498100:-	tt6498104:-	tt6498110:-	
24	tt6498112:-	tt6498118:-	tt6498122:-	tt6498124:-	tt6498126:-	tt6498128:-	tt6498140:-	tt6498152:-	tt6498158:-	tt6498160:-	tt6498164:-	tt6498166:-	
25	tt6498170:-	tt6498172:-	tt6498174:-	tt6498182:-	tt6498190:-	tt6498192:-	tt6498196:-	tt6498202:-	tt6498210:-	tt6498216:-	tt6498236:-	tt6498244:-	
26	tt6498256:-	tt6498264:-	tt6498274:-	tt6498280:-	tt6498286:-	tt6498296:-	tt6498308:-	tt6498318:-	tt6498324:-	tt6498328:-	tt6498346:-	tt6498354:-	
27	tt6498370:-	tt6498386:-	tt6498388:-	tt6498394:-	tt6498404:-	tt6498414:-	tt6498420:-	tt6498424:-	tt6498432:-	tt6498436:-	tt6498440:-	tt6498450:-	
28	tt6498456:-	tt6498460:-	tt6498466:-	tt6498476:-	tt6498480:-	tt6498484:-	tt6498488:-	tt6498494:-	tt6498502:-	tt6498510:-	tt6498514:-	tt6498518:-	
29	tt6498524:-	tt6498532:-	tt6498534:-	tt6498544:-	tt6498554:-	tt6498560:-	tt6498568:-	tt6498572:-	tt6498584:-	tt6498592:-	tt6498600:-	tt6498610:-	
30	tt6498636:-	tt6498640:-	tt6498650:-	tt6498658:-	tt6498666:-	tt6498672:-	tt6498680:-	tt6498686:-	tt6498690:-	tt6498706:-	tt6498720:-	tt6498728:-	
31	tt6498736:-	tt6498748:-	tt6498750:-	tt6498756:-	tt6498758:-	tt6498764:-	tt6498772:-	tt6498776:-	tt6498788:-	tt6498792:-	tt6498800:-	tt6498804:-	
32	tt6498814:-	tt6498816:-	tt6498824:-	tt6498826:-	tt6498834:-	tt6498836:-	tt6498842:-	tt6498848:-	tt6498860:-	tt6498870:-	tt6498876:-	tt6498880:-	
33	tt6498888:-	tt6498896:-	tt6498906:-	tt6498916:-	tt6498918:-	tt6498922:-	tt6498930:-	tt6498936:-	tt6498938:-	tt6498946:-	tt6498950:-	tt6498952:-	
34	tt6498958:-	tt6498972:-	tt6498990:-	tt6498992:-	tt6499000:-	tt6499004:-	tt6499008:-	tt6499014:-	tt6499016:-	tt6499026:-	tt6499028:-	tt6499036:-	
35	tt6499044:-	tt6499050:-	tt6499054:-	tt6499064:-	
