1	tt0859387:-	tt0859388:-	tt0859389:-	tt0882464:-	tt0903707:-	tt0922053:-	tt0952838:-	tt0976719:-	tt1018519:-	
4	tt1047249:-	tt1048667:-	
5	tt1063983:-	tt1123695:-	
\N	tt1112032:-	tt1174409:-	
6	tt1140362:-	
