1	tt10744600:7.4	tt10744624:5.9	tt10744646:6.0	tt10744658:5.9	tt10744680:5.9	tt10744698:5.9	tt10744702:6.7	tt10744718:6.0	tt10744736:6.5	
2	tt10927400:-	tt11948324:6.6	tt11948692:6.6	tt11992974:6.6	tt11993026:-	tt12055312:-	tt12055316:-	tt12055334:-	tt12055342:-	tt12146218:-	
3	tt14311398:-	tt14311472:-	tt14311486:-	tt14311492:-	tt14311498:-	tt14311502:-	tt14311508:-	tt14311514:-	tt14311530:-	tt14311532:-	
