1	tt13130762:-	tt13130764:-	tt13130766:-	tt13130768:-	tt13130770:-	tt13130772:-	tt13130774:-	tt13130776:-	tt13130778:-	
2	tt13130784:-	tt13130786:-	tt13130790:-	tt13130792:-	tt13130794:-	tt13130796:-	tt13130798:-	tt13130800:-	
3	tt13130806:-	tt13130808:-	tt13130810:-	tt13130812:-	tt13130814:-	tt13130816:-	
4	tt13130820:-	tt13130822:-	tt13130824:-	tt13130826:-	tt13130828:-	tt13130830:-	tt13130832:-	tt13130834:-	
5	tt13130840:-	tt13130842:-	tt13130844:-	tt13130846:-	tt13130848:-	tt13130852:-	tt13130854:-	tt13130856:-	
