4	tt10990486:-	tt10991834:-	tt10991838:-	tt10991844:-	tt10991858:-	tt10991888:-	tt10991896:-	tt10991906:-	tt11529890:-	
5	tt13808578:-	tt13808582:-	
1	tt6523598:7.9	tt6523634:7.9	tt6523638:8.5	tt6523640:8.6	tt6523642:8.1	tt6523648:8.3	tt6523654:8.4	tt6523662:8.1	tt8741786:8.6	
2	tt6897000:7.8	tt6897034:7.9	tt6897054:8.0	tt6897110:7.3	tt6897124:7.6	tt6897134:8.1	tt6897140:8.2	tt6897146:8.0	tt6897160:8.3	tt8741822:8.7	
3	tt7356788:8.0	tt8741364:8.3	tt8741388:7.8	tt8741394:7.9	tt8741562:8.2	tt8741642:8.2	tt8750990:7.8	tt8751060:8.1	tt8751098:8.2	tt8751130:8.6	
